RequirementIndex,VehicleType,PolMoved,PaxMoved,BulkOrArea,OversizedOrVolume,OutsizedOrContainers,CargoWeight,StartDate,LoadDate,OffloadDate,MarryUpDate,ClosureDate,Sorties,PoeGeoloc,PodGeoloc,DeploymentDistance,TransshipmentPoint,SeqNum,DeploymentMode,ShipNumber,ShipSpeed,SpoeArrival,SpoeDepart,ConvoyDeparts,ConvoyArrives,ShipAircraftArrives,ShipBerthDay,ConvoyRouteCode,PoeBerthType,PodBerthType,ShipVoyage,LoadRule,VisaMove,ReqId,CommodityType,Service,SplitRlnCode,ParentUnitCode,UnitName,UnitDescription,Tpsn,AircraftName,BrigadeKey,Utc,Uic,ForceModule,NumberOfAircraft,ShipId,TonsDelivered,Origin,Destination,AvailDate,Ead,Lad,Rdd,PrefMode,DeploymentMeans,PaxRequired,CargoRequired,FleetId,TheaterNumber,CommodityName,OriginName,PoeName,PodName,ConvoyRoute,DestinationName,TheaterName,Operation,ActualModeName,ShipName,PoeBerthId,PodBerthId,FleetName,VehicleName,ServiceName,CCC,ElistDest,ElistClosureDate,ForceModules,LoadedDraft,SpoeAvail,Organization,HandoffOrigin,HandoffOriginName,HandoffDate
13,2,0,28,0,40,0,40,10,12,13,13,13,0,TMKH,FUQN,4303,0,37,0,74,0,0,12,99999,99999,13,99999,-1,1,1,1,0,0,1:00FH,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",40,HCTL,WSVC,0,12,16,17,1,0,517,163.1,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-DKFX001,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
13,2,0,28,0,40,0,40,10,12,13,13,13,0,TMKH,FUQN,4303,0,38,0,75,0,0,12,99999,99999,13,99999,-1,1,1,0,0,0,1:00FH,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",40,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-DKFX002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
13,2,0,28,0,40,0,40,10,12,13,13,13,0,TMKH,FUQN,4303,0,39,0,103,0,0,12,99999,99999,13,99999,-1,1,1,0,0,0,1:00FH,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",40,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT001,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
13,2,0,28,0,39.800003,0,39.800003,10,12,13,13,13,0,TMKH,FUQN,4303,0,40,0,94,0,0,12,99999,99999,13,99999,-1,1,1,0,0,0,1:00FH,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",39.800003,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-PQWY001,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
13,1,0,355,0,0,0,0,10,12,14,14,14,0,TMKH,FUQN,6319,0,41,0,10,0,0,12,99999,99999,14,99999,-1,1,1,0,0,0,1:00FH,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
13,1,0,50,0,0,0,0,11,13,15,15,15,0,TMKH,FUQN,6319,0,42,0,9,0,0,13,99999,99999,15,99999,-1,1,1,1,0,0,1:00FH,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT001,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
13,5,0,0,3.3,0,0,3.3,13,15,16,16,16,0,TMKH,FUQN,4303,0,43,0,162,0,0,15,99999,99999,16,99999,-1,1,1,0,0,0,1:00FH,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",3.3,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,KC10-XDAT009,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,KC-10,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,2,0,0,0.9,0,0,0.9,13,15,17,17,17,0,TMKH,FUQN,4303,0,44,0,88,0,0,15,99999,99999,17,99999,-1,1,1,0,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",0.9,HCTL,WSVC,0,12,16,17,1,0,517,161.50002,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-DKFX015,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,2,0,28,0,24,0,24,13,15,17,17,17,0,TMKH,FUQN,4987,0,45,0,104,0,0,15,99999,99999,17,99999,-1,1,1,0,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",24,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,2,0,28,0,38.399998,0,38.399998,13,15,17,17,18,0,TMKH,FUQN,4987,0,46,0,112,0,0,15,99999,99999,17,99999,-1,1,1,0,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",38.399998,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT010,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,2,0,28,0,38.399998,0,38.399998,13,16,18,18,18,0,TMKH,FUQN,4987,0,47,0,113,0,0,16,99999,99999,18,99999,-1,1,1,0,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",38.399998,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT011,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,1,0,77,0,0,0,0,13,15,17,17,17,0,TMKH,FUQN,6319,0,48,0,10,0,0,15,99999,99999,17,99999,-1,1,1,1,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,5,0,0,7.200001,14.400001,0,21.600002,14,16,18,18,18,0,TMKH,FUQN,4645,0,49,0,155,0,0,16,99999,99999,18,99999,-1,1,1,2,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",21.600002,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,KC10-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,KC-10,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,2,0,28,0,34.900005,0,34.900005,14,16,18,18,18,0,TMKH,FUQN,4987,0,50,0,95,0,0,16,99999,99999,18,99999,-1,1,1,0,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",34.900005,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-PQWY002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,5,0,0,3.3,0,0,3.3,14,16,18,18,18,0,TMKH,FUQN,4645,0,51,0,155,0,0,16,99999,99999,18,99999,-1,1,1,2,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",3.3,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,KC10-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,KC-10,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,2,0,28,0,0,0,0,14,16,18,18,18,0,TMKH,FUQN,4987,0,52,0,105,0,0,16,99999,99999,18,99999,-1,1,1,0,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT003,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,2,0,28,0,0,0,0,15,17,19,19,19,0,TMKH,FUQN,4987,0,53,0,96,0,0,17,99999,99999,19,99999,-1,1,1,0,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-PQWY003,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,2,0,28,0,0,0,0,15,17,19,19,19,0,TMKH,FUQN,4987,0,54,0,106,0,0,17,99999,99999,19,99999,-1,1,1,0,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT004,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
14,1,0,244,0,0,0,0,16,19,20,20,20,0,TMKH,FUQN,4257,0,55,0,10,0,0,19,99999,99999,20,99999,-1,1,1,2,0,0,1:00FJ,6,1,,,"",INF BN  ABN,01082,,ABN,0YSNN,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
15,2,0,0,4,0,0,4,14,16,18,18,18,0,TMKH,FUQN,4987,0,56,0,95,0,0,16,99999,99999,18,99999,-1,1,1,0,0,0,1:00FK,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",4,HCTL,WSVC,0,12,16,17,1,0,50,32.6,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-PQWY002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
15,5,0,0,4.5,0,0,4.5,14,16,18,18,18,0,TMKH,FUQN,4645,0,57,0,155,0,0,16,99999,99999,18,99999,-1,1,1,2,0,0,1:00FK,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",4.5,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,KC10-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,KC-10,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
15,2,0,0,10,13.5,0,23.5,14,16,18,18,18,0,TMKH,FUQN,4987,0,58,0,105,0,0,16,99999,99999,18,99999,-1,1,1,0,0,0,1:00FK,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",23.5,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT003,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
15,5,0,0,0.6,0,0,0.6,14,16,19,19,19,0,TMKH,FUQN,4987,0,59,0,157,0,0,16,99999,99999,19,99999,-1,1,1,2,0,0,1:00FK,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",0.6,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,KC10-XDAT004,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,KC-10,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
15,1,0,50,0,0,0,0,16,19,20,20,20,0,TMKH,FUQN,4257,0,60,0,10,0,0,19,99999,99999,20,99999,-1,1,1,2,0,0,1:00FK,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
16,5,0,0,18.5,14.700001,0,33.2,14,16,19,19,19,0,TMKH,FUQN,4987,0,61,0,157,0,0,16,99999,99999,19,99999,-1,1,1,2,0,0,1:00FL,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",33.2,HCTL,WSVC,0,12,16,17,1,0,17,63.199997,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,KC10-XDAT004,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,KC-10,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
16,2,0,0,0,19.6,0,19.6,15,17,19,19,19,0,TMKH,FUQN,4987,0,62,0,96,0,0,17,99999,99999,19,99999,-1,1,1,0,0,0,1:00FL,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",19.6,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-PQWY003,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
16,2,0,0,0,9.799997,0,9.799997,15,17,19,19,19,0,TMKH,FUQN,4987,0,63,0,106,0,0,17,99999,99999,19,99999,-1,1,1,0,0,0,1:00FL,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",9.799997,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT004,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
16,5,0,0,0.6,0,0,0.6,16,18,19,19,19,0,TMKH,FUQN,4303,0,64,0,154,0,0,18,99999,99999,19,99999,-1,1,1,3,0,0,1:00FL,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",0.6,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,KC10-XDAT001,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,KC-10,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
16,1,0,17,0,0,0,0,16,19,20,20,20,0,TMKH,FUQN,4257,0,65,0,10,0,0,19,99999,99999,20,99999,-1,1,1,2,0,0,1:00FL,6,1,,,"",ADA BTRY VUL/MPDS  ABN,01082,,ABN,1S7NN,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
17,2,0,0,9,2.7,0,11.7,14,16,18,18,18,0,TMKH,FUQN,4987,0,66,0,105,0,0,16,99999,99999,18,99999,-1,1,1,0,0,0,1:00FQ,6,1,,,"",MP COMPANY AIRBORNE DIV,01082,,ABN,QXTTT,"",ABN,0,"",11.7,HCTL,WSVC,0,12,16,17,1,0,21,24.2,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT003,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
17,2,0,0,7.200001,2.7,0,9.900001,15,17,19,19,19,0,TMKH,FUQN,4987,0,67,0,106,0,0,17,99999,99999,19,99999,-1,1,1,0,0,0,1:00FQ,6,1,,,"",MP COMPANY AIRBORNE DIV,01082,,ABN,QXTTT,"",ABN,0,"",9.900001,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT004,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
17,5,0,0,2.6,0,0,2.6,16,18,19,19,19,0,TMKH,FUQN,4303,0,68,0,154,0,0,18,99999,99999,19,99999,-1,1,1,3,0,0,1:00FQ,6,1,,,"",MP COMPANY AIRBORNE DIV,01082,,ABN,QXTTT,"",ABN,0,"",2.6,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,KC10-XDAT001,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,KC-10,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
17,1,0,21,0,0,0,0,16,19,20,20,20,0,TMKH,FUQN,4257,0,69,0,10,0,0,19,99999,99999,20,99999,-1,1,1,2,0,0,1:00FQ,6,1,,,"",MP COMPANY AIRBORNE DIV,01082,,ABN,QXTTT,"",ABN,0,"",0,HCTL,WSVC,0,12,16,17,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT002,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
18,2,0,0,12,8.1,0,20.1,20,22,24,24,25,0,TMKH,FUQN,4987,0,70,0,105,0,0,22,99999,99999,24,99999,-1,1,1,2,0,0,1:00FR,6,1,,,"",MP COMPANY AIRBORNE DIV,01082,,ABN,QXTTT,"",ABN,0,"",20.1,HCTL,WSVC,0,22,26,27,1,0,5,26.900002,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-XDAT003,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
18,5,0,0,6.8000007,0,0,6.8000007,22,24,26,26,26,0,TMKH,FUQN,4645,0,71,0,154,0,0,24,99999,99999,26,99999,-1,1,1,4,0,0,1:00FR,6,1,,,"",MP COMPANY AIRBORNE DIV,01082,,ABN,QXTTT,"",ABN,0,"",6.8000007,HCTL,WSVC,0,22,26,27,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,KC10-XDAT001,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,KC-10,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
18,1,0,5,0,0,0,0,22,25,27,27,27,0,TMKH,FUQN,6319,0,72,0,1,0,0,25,99999,99999,27,99999,-1,1,1,1,0,0,1:00FR,6,1,,,"",MP COMPANY AIRBORNE DIV,01082,,ABN,QXTTT,"",ABN,0,"",0,HCTL,WSVC,0,22,26,27,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-AEDY001,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
19,2,0,0,0.1,0,0,0.1,23,25,26,26,26,0,TMKH,FUQN,4303,0,73,0,74,0,0,25,99999,99999,26,99999,-1,1,1,4,0,0,1:00FS,6,1,,,"",FWD COMM CO  ABN,01082,,ABN,6D444,"",ABN,0,"",0.1,HCTL,WSVC,0,22,26,27,1,0,15,0.1,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,C17-DKFX001,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,C-17,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
19,1,0,15,0,0,0,0,46,48,50,50,50,0,TMKH,FUQN,6319,0,74,0,19,0,0,48,99999,99999,50,99999,-1,1,1,1,0,0,1:00FS,6,1,,,"",FWD COMM CO  ABN,01082,,ABN,6D444,"",ABN,0,"",0,HCTL,WSVC,0,22,26,27,1,0,0,0,-1,1,AIRBORNE,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT011,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,0
20,14,0,0,216,86,0,10.8,9,16,36,99999,99999,0,NPTU,VKNP,8356,0,75,0,-1,18,15,16,99999,99999,36,36,-1,1,1,1,1,0,1:00FTC,6,1,1:00FT,,"",FWD COMM CO  ABN,01082,,ABN,6D444,"",ABN,0,6510899,10.8,HCTL,WSVC,0,22,26,27,2,0,0,44.899998,7,1,AIRBORNE,FT BRAGG,LONG BEACH,SFAX, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,GRAND CANYON STATE (TACS 3),LONG BEACH berth group-NPTU,BG Safaqis cont-1 berth,RRF,T-ACS,ARMY,"","",0,,16.111248,55,TEBESSA,HCTL,FT BRAGG,0
20,14,0,0,682,93,6,34.1,9,16,36,99999,99999,0,NPTU,VKNP,8356,0,76,0,-1,18,15,16,99999,99999,36,36,-1,1,1,1,20,0,1:00FTC,6,1,1:00FT,,"",FWD COMM CO  ABN,01082,,ABN,6D444,"",ABN,0,6510899,34.1,HCTL,WSVC,0,22,26,27,2,0,0,0,7,1,AIRBORNE,FT BRAGG,LONG BEACH,SFAX, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,GRAND CANYON STATE (TACS 3),LONG BEACH berth group-NPTU,BG Safaqis cont-1 berth,RRF,T-ACS,ARMY,"","",0,,16.111248,55,TEBESSA,HCTL,FT BRAGG,0
