LocationName,LocationGeoloc,Organization,SupplyType,SupplyName,CargoItem,Day,TotalRequirement,ConsumptionDemand,AircraftFuelDemand,OtherDemand,TotalConsumptionDemand,LocalStockage,TheaterStockage,TotalStockage,SafetyLevel,OnHand,NetInventory,InventoryChange,Production,AirDeliveries,SeaDeliveries,LandDeliveries,InPlaceDeliveries,LocalUse,AirDepartures,SeaDepartures,LandDepartures,InPlaceDepartures,MissedDemand,Shortfall,Capacity,LocalDeliveries,ControlLimit
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,21,0.3311905,0.3311905,0,0,0.3311905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3311905,0.91238105,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,22,0,0,0,0,0,0,0,0,0,50,0,-50,0,0,0,0,0,0,0,0,50,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,22,0.100800015,0.084,0,0,0.084,0.016800016,0,0.016800016,0.090720005,49.334,49.25,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,22,10.1970005,8.4975,0,0,8.4975,1.6995001,0,1.6995001,1.0197,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4975,8.4975,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,22,0,0,0,0,0,0,0,0,0,999624,999624,0,375,0,0,0,0,0,0,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,22,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,22,17.4666,14.5555,0,0,14.5555,2.9111004,0,2.9111004,4.38924,78.148506,63.593006,-14.5555,0,0,0,0,0,14.5555,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,22,0.2016,0.168,0,0,0.168,0.033600003,0,0.033600003,0.26207998,48.003998,47.836,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,22,0.34928572,0.34928572,0,0,0.34928572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34928572,0.34928572,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,22,0.5983333,0.5983333,0,0,0.5983333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5983333,1.510714,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,23,0.100799985,0.084,0,0,0.084,0.016799986,0,0.016799986,0.10079999,49.25,49.166,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,23,15.3258,12.771501,0,0,12.771501,2.5542998,0,2.5542998,2.55228,0,50,50,0,0,0,50,0,0,0,0,0,0,12.771501,21.269001,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,23,0,0,0,0,0,0,0,0,0,999624,999524,-100,375,0,0,0,0,0,100,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,23,0,0,0,0,0,0,0,0,0,999999,999849,-150,0,0,0,0,0,0,150,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,23,17.918999,14.932499,0,0,14.932499,2.9864998,0,2.9864998,6.1811395,63.593006,48.660507,-14.932499,0,0,0,0,0,14.932499,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,23,0.20160003,0.168,0,0,0.168,0.033600032,0,0.033600032,0.28224,47.836,47.668,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,23,0.525,0.525,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.8742857,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,23,0.61380947,0.61380947,0,0,0.61380947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61380947,2.1245234,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,24,0.1008,0.084,0,0,0.084,0.016800001,0,0.016800001,0.110879995,49.166,49.082,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,24,15.3258,12.771501,0,0,12.771501,2.5542998,0,2.5542998,4.08486,50,15.959499,-34.0405,0,0,0,0,0,34.0405,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,24,0,0,0,0,0,0,0,0,0,999524,999574,50,475,0,0,0,0,0,0,425,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,24,0,0,0,0,0,0,0,0,0,999849,999999,150,150,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,24,27.0444,22.536999,0,0,22.536999,4.5073996,0,4.5073996,8.88558,48.660507,26.123508,-22.536999,0,0,0,0,0,22.536999,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,24,0.2016,0.168,0,0,0.168,0.033600003,0,0.033600003,0.3024,47.668,47.5,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,24,0.525,0.525,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,1.3992857,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,24,0.9266666,0.9266666,0,0,0.9266666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9266666,3.0511904,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,25,2.2626,1.8855,0,0,1.8855,0.3771,0,0.3771,0.22626,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8855,1.8855,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,25,0.100799985,0.084,0,0,0.084,0.016799986,0,0.016799986,0.12096,49.082,48.998,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,25,22.974003,19.145,0,0,19.145,3.8290014,0,3.8290014,6.3822603,15.959499,0,-15.959499,0,0,0,0,0,15.959499,0,0,0,0,3.185501,3.185501,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,25,0,0,0,0,0,0,0,0,0,999574,999624,50,425,0,0,0,0,0,0,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,25,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,25,27.4218,22.8515,0,0,22.8515,4.570301,0,4.570301,11.627759,26.123508,3.272009,-22.8515,0,0,0,0,0,22.8515,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,25,0.20159997,0.168,0,0,0.168,0.033599973,0,0.033599973,0.32256,47.5,47.332,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,25,0.077619046,0.077619046,0,0,0.077619046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077619046,0.077619046,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,25,0.7871428,0.7871428,0,0,0.7871428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7871428,2.1864285,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,25,0.93952376,0.93952376,0,0,0.93952376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93952376,3.9907143,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,26,2.2626,1.8855,0,0,1.8855,0.3771,0,0.3771,0.45252,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8855,3.771,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,26,0.1008,0.084,0,0,0.084,0.016800001,0,0.016800001,0.13103999,48.998,48.914,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,26,29.716799,24.764,0,0,24.764,4.952799,0,4.952799,9.35394,0,0,0,0,0,0,0,0,0,0,0,0,0,24.764,27.949501,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,26,0,0,0,0,0,0,0,0,0,999624,999574,-50,375,0,0,0,0,0,50,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,26,0,0,0,0,0,0,0,0,0,999999,999924,-75,0,0,0,0,0,0,75,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,26,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,26,35.219997,29.349998,0,0,29.349998,5.869999,0,5.869999,15.149762,3.272009,0,-3.272009,0,0,0,0,0,3.272009,0,0,0,0,26.07799,26.07799,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,26,0.20160003,0.168,0,0,0.168,0.033600032,0,0.033600032,0.34272,47.332,47.164,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,26,0.077619046,0.077619046,0,0,0.077619046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077619046,0.15523809,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,26,1.0183333,1.0183333,0,0,1.0183333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0183333,3.204762,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,26,1.2066667,1.2066667,0,0,1.2066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2066667,5.197382,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,27,2.9562001,2.4635,0,0,2.4635,0.49269998,0,0.49269998,0.74814,0,30,30,0,0,0,30,0,0,0,0,0,0,2.4635,6.2345,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,27,0,0,0,0,0,0,0,0,0,0,107.57143,107.57143,0,54,53.57143,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,27,0.100800015,0.084,0,0,0.084,0.016800016,0,0.016800016,0.14112,48.914,48.83,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,27,29.7168,24.764,0,0,24.764,4.9528017,0,4.9528017,12.32562,0,0,0,0,0,0,0,0,0,0,0,0,0,24.764,52.7135,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,27,0,0,0,0,0,0,0,0,0,999574,999624,50,425,0,0,0,0,0,0,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,27,0,0,0,0,0,0,0,0,0,999924,999999,75,75,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,27,0,0,0,0,0,0,0,0,0,50,10,-40,0,0,0,0,0,0,0,0,40,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,27,35.6124,29.676998,0,0,29.676998,5.935402,0,5.935402,18.711,0,0,0,0,0,0,0,0,0,0,0,0,0,29.676998,55.75499,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,27,0.20160003,0.168,0,0,0.168,0.033600032,0,0.033600032,0.36288002,47.164,46.996002,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,27,0.10142857,0.10142857,0,0,0.10142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10142857,0.25666666,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,27,1.0183333,1.0183333,0,0,1.0183333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0183333,4.223095,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,27,1.2202381,1.2202381,0,0,1.2202381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2202381,6.41762,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,28,2.9562001,2.4635,0,0,2.4635,0.49269998,0,0.49269998,1.0437601,30,31.301998,1.3019981,0,0,0,10,0,8.698001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,28,0,0,0,0,0,0,0,0,0,107.57143,855.85706,748.28564,0,88,767.85706,0,0,0,0,0,107.57143,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,28,0.1008,0.084,0,0,0.084,0.016800001,0,0.016800001,0.1512,48.83,48.746002,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,28,29.716797,24.764,0,0,24.764,4.952797,0,4.952797,15.297299,0,48,48,0,0,0,48,0,0,0,0,0,0,24.764,77.4775,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,28,14.555999,12.129999,0,0,12.129999,2.4259999,0,2.4259999,1.4555999,0,24,24,0,0,0,24,0,0,0,0,0,0,12.129999,12.129999,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,28,0,0,0,0,0,0,0,0,0,999624,999999,375,375,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,28,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,28,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,28,46.427406,38.689503,0,0,38.689503,7.7379036,0,7.7379036,23.353739,0,0,0,0,0,0,0,0,0,0,0,0,0,38.689503,94.44449,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,28,0.20159997,0.168,0,0,0.168,0.033599973,0,0.033599973,0.38304,46.996002,46.828003,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,28,0.10142857,0.10142857,0,0,0.10142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10142857,0.35809523,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,28,1.0183333,1.0183333,0,0,1.0183333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0183333,5.2414284,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,28,0.49857143,0.49857143,0,0,0.49857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49857143,0.49857143,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,28,1.5909524,1.5909524,0,0,1.5909524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5909524,8.008573,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,29,2.9562001,2.4635,0,0,2.4635,0.4927001,0,0.4927001,1.33938,31.301998,28.838497,-2.463501,0,0,0,0,0,2.4635,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,29,0,0,0,0,0,0,0,0,0,855.85706,1143.017,287.1599,0,107,500.00003,0,0,0,0,0,319.84018,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,29,0.100799985,0.084,0,0,0.084,0.016799986,0,0.016799986,0.16128,48.746002,48.662003,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,29,32.266205,26.8885,0,0,26.8885,5.3777027,0,5.3777027,18.523922,48,9.571426,-38.428574,0,0,0,9.571426,0,48,0,0,0,0,0,56.366,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,29,14.555999,12.129999,0,0,12.129999,2.4259999,0,2.4259999,2.9111998,24,76,52,0,0,0,76,0,24,0,0,0,0,0,0.25999832,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,29,0,0,0,0,0,0,0,0,0,999999,999574,-425,0,0,0,0,0,0,50,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,29,0,0,0,0,0,0,0,0,0,999999,999924,-75,0,0,0,0,0,0,75,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,29,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,29,49.233593,41.028004,0,0,41.028004,8.205589,0,8.205589,28.277102,0,4,4,0,0,0,4,0,0,0,0,0,0,41.028004,135.47249,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,29,0.20159997,0.168,0,0,0.168,0.033599973,0,0.033599973,0.40319997,46.828003,46.660004,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,29,0.10142857,0.10142857,0,0,0.10142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10142857,0.4595238,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,29,1.1057143,1.1057143,0,0,1.1057143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1057143,6.347143,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,29,0.49857143,0.49857143,0,0,0.49857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49857143,0.99714285,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,29,1.6871428,1.6871428,0,0,1.6871428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6871428,9.695714,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,30,3.1111999,2.6185,0,0,2.6185,0.49269986,0,0.49269986,1.6349999,28.838497,26.219997,-2.6184998,0,0,0,0,0,2.6185,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,30,0,0,0,0,0,0,0,0,0,1143.017,1013.15326,-129.86371,0,1,178.57144,0,0,0,0,0,309.4351,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,30,0.10230002,0.0855,0,0,0.0855,0.016800016,0,0.016800016,0.17136,48.662003,48.576504,-0.08549881,0,0,0,0,0,0.0855,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,30,33.954697,28.577,0,0,28.577,5.377699,0,5.377699,21.75054,9.571426,51.959957,42.38853,0,0,0,51.959957,0,9.571426,0,0,0,0,19.005573,75.371574,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,30,27.0488,22.765,0,0,22.765,4.2837996,0,4.2837996,5.481479,76,52.975002,-23.024998,0,0,0,0,0,23.024998,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,30,0,0,0,0,0,0,0,0,0,999574,999574,0,425,0,0,0,0,0,50,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,30,0,0,0,0,0,0,0,0,0,999924,999924,0,75,0,0,0,0,0,75,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,30,0,0,0,0,0,0,0,0,0,10,60,50,0,0,50,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,30,51.812603,43.607,0,0,43.607,8.205605,0,8.205605,33.20046,4,268.60098,264.60098,0,0,0,268.60098,0,4,0,0,0,0,39.607,175.0795,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,30,0.20459992,0.171,0,0,0.171,0.033599913,0,0.033599913,0.42335996,46.660004,46.489002,-0.17100143,0,0,0,0,0,0.171,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,30,0.11190476,0.11190476,0,0,0.11190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11190476,0.57142854,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,30,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,7.57,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,30,0.9738095,0.9738095,0,0,0.9738095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9738095,1.9709523,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,30,1.8652382,1.8652382,0,0,1.8652382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8652382,11.560952,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,31,3.1111999,2.6185,0,0,2.6185,0.49269986,0,0.49269986,1.93062,26.219997,33.601498,7.3815002,0,0,0,10,0,2.6185,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,31,0,0,0,0,0,0,0,0,0,1013.15326,919.536,-93.61725,0,0,0,0,0,0,0,0,93.61722,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,31,0.2046,0.171,0,0,0.171,0.033600003,0,0.033600003,0.19152,48.576504,48.405502,-0.17100143,0,0,0,0,0,0.171,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,31,33.954704,28.577,0,0,28.577,5.3777046,0,5.3777046,24.977161,51.959957,146.9017,94.94174,0,0,0,146.9017,0,51.959957,0,0,0,0,0,51.988617,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,31,27.0488,22.765,0,0,22.765,4.2838,0,4.2838,8.05176,52.975002,30.210003,-22.765,0,0,0,0,0,22.765,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,31,0,0,0,0,0,0,0,0,0,999574,999574,0,425,0,0,0,0,0,50,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,31,0,0,0,0,0,0,0,0,0,999924,999924,0,75,0,0,0,0,0,75,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,31,0,0,0,0,0,0,0,0,0,60,50,-10,0,0,0,0,0,0,0,0,10,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,31,52.209507,43.940998,0,0,43.940998,8.268509,0,8.268509,38.161564,268.60098,157.39311,-111.20787,0,0,0,107.81262,0,219.02048,0,0,0,0,0,1.5258789E-5,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,31,0.2046001,0.171,0,0,0.171,0.033600092,0,0.033600092,0.44351998,46.489002,46.318,-0.17100143,0,0,0,0,0,0.171,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,31,0.11190476,0.11190476,0,0,0.11190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11190476,0.6833334,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,31,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,8.792858,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,31,0.9738095,0.9738095,0,0,0.9738095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9738095,2.9447618,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,31,1.8795239,1.8795239,0,0,1.8795239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8795239,13.440476,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,32,3.1112,2.6185,0,0,2.6185,0.4927001,0,0.4927001,2.2262402,33.601498,30.982998,-2.6184998,0,0,0,0,0,2.6185,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,32,0,0,0,0,0,0,0,0,0,919.536,913.536,-6,0,44,0,0,0,0,0,0,50,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,32,0.2046,0.171,0,0,0.171,0.033600003,0,0.033600003,0.21168001,48.405502,48.2345,-0.17100143,0,0,0,0,0,0.171,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,32,33.954697,28.577,0,0,28.577,5.377697,0,5.377697,28.203781,146.9017,159.95331,13.051605,0,0,0,93.61721,0,80.56561,0,0,0,0,0,0,999999,0,0
