Name,Geoloc,TypeCode,InboundCargo,InboundPax,OutboundCargo,OutboundPax
HONOLULU INTL,KZTV,JAP,KZTV,KZTV,KZTV,KZTV
HONOLULU,KZTZ,PRT,KZTV,KZTV,KZTV,KZTV
HOOD AAF,KZVP,MAP,UHGN,UHGN,UHGN,UHGN
HOUSTON,LCMM,CTY,BJHZ,BJHZ,BJHZ,BJHZ
HOUSTON,LCMT,PRT,BJHZ,BJHZ,BJHZ,BJHZ
TERRE HAUTE INTL,LDXF,JAP,CTGC,CTGC,CTGC,CTGC
HUMBOLDT,LDXZ,CTY,BWKR,BWKR,BWKR,BWKR
LEMOORE,LEAS,HSP,DESR,DESR,DESR,DESR
HUNTER,LEKF,WAE,LEXG,LEXG,LEXG,LEXG
HUNTER AAF,LEXG,MAP,LEXG,LEXG,LEXG,LEXG
FT HUNTER LIGGETT,LEXN,AIN,XUMU,XUMU,XUMU,XUMU
HUNTINGTON,LFMS,CTY,ZHTV,ZHTV,ZHTV,ZHTV
HUNTSVILLE,LFSF,CTY,BRKR,BRKR,BRKR,BRKR
HUNTSVILLE INTL C,LFSU,CAP,BRKR,BRKR,BRKR,BRKR
HURLEY,LFWC,CTY,YAQF,YAQF,YAQF,YAQF
HURON,LGAA,AIN,JFSD,JFSD,JFSD,JFSD
HUTCHINSON,LGJZ,CTY,PRQE,PRQE,PRQE,PRQE
HYANNIS,LGSL,CTY,NNGX,NNGX,NNGX,NNGX
JOHN F KENNEDY IN,LHNZ,CAP,PTFL,PTFL,PTFL,PTFL
INDEPENDENCE,LKCM,CTY,PRQE,PRQE,PRQE,PRQE
INDEPENDENCE,LKEV,CTY,YWHG,YWHG,YWHG,YWHG
FT INDIANTOWN GAP,LKLW,AGS,SHYQ,SHYQ,SHYQ,SHYQ
INDIAN ISLAND,LKPE,PRT,PQWY,PQWY,PQWY,PQWY
INDIAN ISLAND ORD,LKPF,AMO,PQWY,PQWY,PQWY,PQWY
CREECH AFB,LKTC,MAP,RKMF,RKMF,RKMF,RKMF
INDIANAPOLIS INTL,LLFN,JAP,CTGC,CTGC,CTGC,CTGC
INDIANAPOLIS,LLFQ,CTY,CTGC,CTGC,CTGC,CTGC
FT INDIANTOWN GAP,LLLB,AIN,SHYQ,SHYQ,SHYQ,SHYQ
INGLESIDE,LLTY,PRT,MBPB,MBPB,MBPB,MBPB
INGLESIDE,LLXC,CTY,MBPB,MBPB,MBPB,MBPB
INKSTER,LMDV,CTY,DYCS,DYCS,DYCS,DYCS
IOWA AR AMMO PLT,LNLM,AIN,QJKL,QJKL,QJKL,QJKL
LONG BEACH,LPAS,HSP,FUZD,FUZD,FUZD,FUZD
IRVINE,LPNH,ADM,FUZD,FUZD,FUZD,FUZD
IZMIR,LRNC,PRT,CWKW,CWKW,CWKW,CWKW
JACKSON,LRUD,CTY,AQLM,AQLM,AQLM,AQLM
JACKSON EVERS INT,LRXQ,IAP,MAHG,MAHG,MAHG,MAHG
JACKSON,LRXY,CTY,MAHG,MAHG,MAHG,MAHG
JACKSON,LSAU,CTY,BWKR,BWKR,BWKR,BWKR
JACKSON BARRACKS,LSBC,AGS,MAHG,MAHG,MAHG,MAHG
JACKSONVILLE,LSEK,COM,LSGE,LSGE,LSGE,LSGE
JACKSONVILLE,LSFY,CTY,LSGE,LSGE,LSGE,LSGE
JACKSONVILLE INTL,LSGA,JAP,LSGE,LSGE,LSGE,LSGE
JACKSONVILLE,LSGB,STG,LSGE,LSGE,LSGE,LSGE
JACKSONVILLE NAS,LSGE,MAP,LSGE,LSGE,LSGE,LSGE
JACKSONVILLE,LSGG,ADM,LSGE,LSGE,LSGE,LSGE
JACKSONVILLE,LSGM,PRT,LSGE,LSGE,LSGE,LSGE
JACKSONVILLE JCT,LSLG,CTY,LSGE,LSGE,LSGE,LSGE
JASPER,LTRC,CTY,BRKR,BRKR,BRKR,BRKR
JEFFERSON,LTUJ,CTY,SGBP,SGBP,SGBP,SGBP
JEFFERSON BRK,LTUY,AGS,MSQB,MSQB,MSQB,MSQB
JEFFERSON BARRACK,LTVJ,AIN,MSQB,MSQB,MSQB,MSQB
JEFFERSON,LTVK,CTY,PSXE,PSXE,PSXE,PSXE
JEFFERSON CITY,LTWH,CTY,YWHG,YWHG,YWHG,YWHG
JACK BROOKS RGNL,LTYB,CAP,GAMH,GAMH,GAMH,GAMH
JEFFERSONVILLE,LUCN,CTY,WEAS,WEAS,WEAS,WEAS
JERSEY CITY,LUNH,CTY,PTFL,PTFL,PTFL,PTFL
JEDDAH,LUTP,PRT,UGZX,UGZX,UGZX,UGZX
JOE FOSS FLD,LUXC,JAP,SGBP,SGBP,SGBP,SGBP
CHARLESTON EXECUT,LVDB,CAP,DKFX,DKFX,DKFX,DKFX
JOHNSON CITY,LVGY,CTY,PSXE,PSXE,PSXE,PSXE
JOHNSTON,LVMC,CTY,SGBP,SGBP,SGBP,SGBP
JOHNSTOWN,LVQT,CTY,PJVY,PJVY,PJVY,PJVY
JOHN MURTHA JOHNS,LVQX,CAP,PJVY,PJVY,PJVY,PJVY
WARMINSTER NAWC,LVSH,MAP,ZAWN,ZAWN,ZAWN,ZAWN
JOLIET,LVTN,CTY,DPNB,DPNB,DPNB,DPNB
JONESBORO,LVXY,CTY,BWKR,BWKR,BWKR,BWKR
JOPLIN,LWAT,CTY,YWHG,YWHG,YWHG,YWHG
JUBAIL PORT,LWEV,PRT,ATXK,ATXK,ATXK,ATXK
JUNCTION CITY,LWLZ,CTY,YAQF,YAQF,YAQF,YAQF
K I SAWYER AFB,LWRC,MAP,YAQF,YAQF,YAQF,YAQF
KADENA AB,LXEZ,MAP,LXEZ,LXEZ,LXEZ,LXEZ
KAENA POINT,LXHY,MSL,AVXV,AVXV,AVXV,AVXV
KANDLA,LYAP,PRT,VGHV,VGHV,VGHV,VGHV
KANEOHE BAY MCAF,LYAX,MAP,LYAX,LYAX,LYAX,LYAX
KANEOHE,LYBC,CTY,LYAX,LYAX,LYAX,LYAX
KANEOHE MCAS,LYBD,AMO,LYAX,LYAX,LYAX,LYAX
YEAGER,LYBH,JAP,ZHTV,ZHTV,ZHTV,ZHTV
KANSAS CITY,LYLC,CTY,GUQE,GUQE,GUQE,GUQE
KANSAS CITY,LYNH,CTY,GUQE,GUQE,GUQE,GUQE
KANSAS CITY,LYNK,NAV,GUQE,GUQE,GUQE,GUQE
KANSAS CITY INTL,LYNM,IAP,GUQE,GUQE,GUQE,GUQE
KANSAS CTY REC CT,LYNS,AIN,GUQE,GUQE,GUQE,GUQE
KAOHSIUNG TSOYING,LYRV,NYI,DVLK,DVLK,DVLK,DVLK
KAPALAMA,LYRW,AIN,KZTV,KZTV,KZTV,KZTV
KARACHI,LYTM,PRT,VGHV,VGHV,VGHV,VGHV
KEARNY,MAAU,PRT,PTFL,PTFL,PTFL,PTFL
KEEDYSVILLE,MADG,CTY,AJXF,AJXF,AJXF,AJXF
KEENE,MAFU,CTY,YTPM,YTPM,YTPM,YTPM
KEESLER AFB,MAHG,MAP,MAHG,MAHG,MAHG,MAHG
KELIBIA,MBJJ,PRT,STRL,STRL,STRL,STRL
KELLOG,MBLS,CTY,QJKL,QJKL,QJKL,QJKL
W K KELLOGG,MBMV,JAP,CTGC,CTGC,CTGC,CTGC
JBSA KELLY AFB,MBPB,MAP,MBPB,MBPB,MBPB,MBPB
KELLY CORNERS,MBPD,CTY,JREZ,JREZ,JREZ,JREZ
KENOSHA,MCYS,PRT,HTUX,HTUX,HTUX,HTUX
KENT,MDDS,CTY,PQWY,PQWY,PQWY,PQWY
KEY FLD,MDVL,JAP,MAHG,MAHG,MAHG,MAHG
KEY WEST NAVY,MDWT,HSP,KYJL,KYJL,KYJL,KYJL
KEY WEST NAS,MDWY,MAP,KYJL,KYJL,KYJL,KYJL
KEY WEST,MDXB,PRT,KYJL,KYJL,KYJL,KYJL
KEYPORT NTS,MDYA,AMO,PQWY,PQWY,PQWY,PQWY
WHIDBEY IS     SB,MDYH,STG,PQWY,PQWY,PQWY,PQWY
MILLINGTON RGNL,MEAN,APT,BWKR,BWKR,BWKR,BWKR
GIMHAE INTL,MEPJ,JAP,MEPJ,MEPJ,MEPJ,MEPJ
KINGS BAY,MFRN,PRT,LSGE,LSGE,LSGE,LSGE
KINGS MILLS,MFSZ,CTY,ZHTV,ZHTV,ZHTV,ZHTV
KINGS MILL ORD PL,MFTE,AIN,ZHTV,ZHTV,ZHTV,ZHTV
KLAMATH FALLS,MFWM,IAP,BAEY,BAEY,BAEY,BAEY
KINGWOOD,MGMD,CTY,PJVY,PJVY,PJVY,PJVY
KIRTLAND AFB,MHMV,ABS,MHMV,MHMV,MHMV,MHMV
MILLINGTON,MJAT,HSP,BWKR,BWKR,BWKR,BWKR
KISSIMMEE GATEWAY,MJDH,CAP,SXHT,SXHT,SXHT,SXHT
KLAMATH FALLS,MJNV,CTY,BAEY,BAEY,BAEY,BAEY
KNOXVILLE,MJYV,CTY,PSXE,PSXE,PSXE,PSXE
KOBE,MKAG,PRT,ZNRE,ZNRE,ZNRE,ZNRE
KOPER,MLDL,PRT,ASHE,ASHE,ASHE,ASHE
KULIS,MLRV,AGS,FXSB,FXSB,FXSB,FXSB
KUNIA,MLVK,CTY,AVXV,AVXV,AVXV,AVXV
KUNSAN,MLWY,PRT,SMYU,SMYU,SMYU,SMYU
KWANGYANG,MMGH,PRT,MEPJ,MEPJ,MEPJ,MEPJ
LA CROSSE,MMQR,CTY,YAQF,YAQF,YAQF,YAQF
LA GRANDE,MMUL,CTY,GJKZ,GJKZ,GJKZ,GJKZ
LA PORTE,MNWA,AGS,BJHZ,BJHZ,BJHZ,BJHZ
LA TUNA,MPBP,CTY,BPWZ,BPWZ,BPWZ,BPWZ
MONTGOMERY,MPCP,AGS,PNQS,PNQS,PNQS,PNQS
JBSA LACKLAND AFB,MPLS,ADM,MBPB,MBPB,MBPB,MBPB
LAFAYETTE,MQEJ,CTY,CTGC,CTGC,CTGC,CTGC
LAFAYETTE,MQFA,CTY,GAMH,GAMH,GAMH,GAMH
LAJES,MQNA,IAP,MQNA,MQNA,MQNA,MQNA
LAKE CHARLES,MQST,CTY,GAMH,GAMH,GAMH,GAMH
LAKE CITY,MQUK,CTY,LSGE,LSGE,LSGE,LSGE
LAKE CTY AMMO PLT,MQUZ,AIN,YWHG,YWHG,YWHG,YWHG
LAKE MEAD BASE,MRKT,AIN,RKMF,RKMF,RKMF,RKMF
LAKEHURST,MSBK,CTY,PTFL,PTFL,PTFL,PTFL
LAKELAND,MSDK,CTY,NVZR,NVZR,NVZR,NVZR
LAKENHEATH,MSET,MAP,MSET,MSET,MSET,MSET
LAMBERT ST LOUIS,MSQB,JAP,MSQB,MSQB,MSQB,MSQB
LANCASTER,MTET,CAP,SHYQ,SHYQ,SHYQ,SHYQ
LANCASTER,MTEU,CTY,SHYQ,SHYQ,SHYQ,SHYQ
JB LANGLEY-EUSTIS,MUHJ,MAP,MUHJ,MUHJ,MUHJ,MUHJ
LANSING,MUUU,CTY,ZJXD,ZJXD,ZJXD,ZJXD
LARAMIE,MVHZ,CTY,GHLN,GHLN,GHLN,GHLN
LAREDO,MVKR,CTY,MBPB,MBPB,MBPB,MBPB
LAS VEGAS,MWRJ,CTY,RKMF,RKMF,RKMF,RKMF
LATHAM,MWWC,CTY,YTPM,YTPM,YTPM,YTPM
LATHROP,MWXP,CTY,XDAT,XDAT,XDAT,XDAT
LAUGHLIN AFB,MXDP,MAP,MBPB,MBPB,MBPB,MBPB
LAURENCE G HANSCO,MXRD,CAP,NNGX,NNGX,NNGX,NNGX
LAWRENCE,MYKJ,CTY,GUQE,GUQE,GUQE,GUQE
LAWRENCE,MYMU,CTY,NNGX,NNGX,NNGX,NNGX
LAWRENCE MUNI,MYMW,CAP,NNGX,NNGX,NNGX,NNGX
LAWRENCEVILLE,MYTZ,CTY,PTFL,PTFL,PTFL,PTFL
LAWTON,MYWX,CTY,YWHG,YWHG,YWHG,YWHG
LAWSON AAF,MYXZ,MAP,MYXZ,MYXZ,MYXZ,MYXZ
LE HAVRE,MZJK,PRT,GKVB,GKVB,GKVB,GKVB
LEAVENWORTH,MZXD,CTY,GUQE,GUQE,GUQE,GUQE
LIVORNO,NBDY,PRT,ASHE,ASHE,ASHE,ASHE
LEHIGH VALLEY,NBHN,RTC,ZAWN,ZAWN,ZAWN,ZAWN
LEHIGH VALLEY,NBHO,NYI,ZAWN,ZAWN,ZAWN,ZAWN
LEHI,NBJC,CTY,KRSM,KRSM,KRSM,KRSM
LEMOORE NAS,NCBW,MAP,DESR,DESR,DESR,DESR
LETTERKENNY DEPOT,NDAM,AIN,PJVY,PJVY,PJVY,PJVY
LETTERKENNY DEPOT,NDAN,AMO,PJVY,PJVY,PJVY,PJVY
LEWES,NDNK,NYI,FJXT,FJXT,FJXT,FJXT
NEW ORLEANS,NEAC,CLN,MAHG,MAHG,MAHG,MAHG
LEWISTOWN,NEFW,CTY,SHYQ,SHYQ,SHYQ,SHYQ
LEXINGTON BLGR AD,NEKS,AIN,WEAS,WEAS,WEAS,WEAS
LEXINGTON,NELF,CTY,WEAS,WEAS,WEAS,WEAS
LEXINGTON,NENL,CTY,NNGX,NNGX,NNGX,NNGX
LEXINGTON,NEQR,CTY,YWHG,YWHG,YWHG,YWHG
SIERRA VISTA MUNI,NEWR,JAP,FBNV,FBNV,FBNV,FBNV
WRIGHT AAF MIDCOA,NEYU,MAP,LEXG,LEXG,LEXG,LEXG
LINCOLN,NGCB,JAP,SGBP,SGBP,SGBP,SGBP
LINCOLN,NGCS,CTY,SGBP,SGBP,SGBP,SGBP
SAN DIEGO INTL,NGWV,JAP,RZQH,RZQH,RZQH,RZQH
LITTLE CREEK AMPH,NJNF,PRT,SBDW,SBDW,SBDW,SBDW
LITTLE CREEK,NJNK,NYI,SBDW,SBDW,SBDW,SBDW
LITTLE ROCK AFB,NKAK,MAP,NKAK,NKAK,NKAK,NKAK
LITTLE ROCK,NKBV,CTY,NKAK,NKAK,NKAK,NKAK
LIVERPOOL,NLFL,PRT,XQDT,XQDT,XQDT,XQDT
RICKENBACKER INTL,NLZG,MAP,ZHTV,ZHTV,ZHTV,ZHTV
RICKENBACKER  ANG,NLZL,ANX,ZHTV,ZHTV,ZHTV,ZHTV
GENERAL EDWARD LA,NNGX,IAP,NNGX,NNGX,NNGX,NNGX
LOGAN,NNLX,CTY,KRSM,KRSM,KRSM,KRSM
LOME,NNWH,PRT,FTZH,FTZH,FTZH,FTZH
LONE STAR AMMO PL,NPMM,AIN,AWUB,AWUB,AWUB,AWUB
LONG BEACH,NPTG,CTY,FUZD,FUZD,FUZD,FUZD
LONG BEACH,NPTM,CAP,FUZD,FUZD,FUZD,FUZD
LONG BEACH CGAS,NPTN,ANX,FUZD,FUZD,FUZD,FUZD
LONG BEACH NSC,NPTR,PRT,FUZD,FUZD,FUZD,FUZD
LONG BEACH,NPTU,PRT,FUZD,FUZD,FUZD,FUZD
LONG BEACH    NSY,NPTW,NYI,FUZD,FUZD,FUZD,FUZD
LONG ISLAND,NPVL,BAY,YTPM,YTPM,YTPM,YTPM
LORING INTL,NRCH,CAP,NRCH,NRCH,NRCH,NRCH
LOS ALAMITOS AAF,NRTX,MAP,FUZD,FUZD,FUZD,FUZD
LOS ANGELES Z12,NRZE,CTY,TKXA,TKXA,TKXA,TKXA
LOS ANGELES,NSAB,CTY,FUZD,FUZD,FUZD,FUZD
LOS ANGELES INTL,NSAG,JAP,TKXA,TKXA,TKXA,TKXA
LOS ANGELES,NSAN,PRT,FUZD,FUZD,FUZD,FUZD
LOUISVILLE,NSQG,APT,WEAS,WEAS,WEAS,WEAS
LOUISVILLE,NSQM,CTY,WEAS,WEAS,WEAS,WEAS
LOUISVILLE,NSQN,NYI,WEAS,WEAS,WEAS,WEAS
LOVELL FLD,NTEA,CAP,FGWB,FGWB,FGWB,FGWB
LOWRY,NTNB,TNG,TDHV,TDHV,TDHV,TDHV
LUALUALEI NAVMAG,NTUC,AMO,AVXV,AVXV,AVXV,AVXV
LUALUALEI NMD,NTUF,NYI,AVXV,AVXV,AVXV,AVXV
LUALUALEI WEST LO,NTUH,PRT,KZTV,KZTV,KZTV,KZTV
LUBBOCK,NTWF,CTY,CZQZ,CZQZ,CZQZ,CZQZ
LUBBOCK PRESTON S,NTWM,CAP,CZQZ,CZQZ,CZQZ,CZQZ
LUKE AFB,NUEX,MAP,NUEX,NUEX,NUEX,NUEX
LYNCHBURG,NVED,CTY,PJVY,PJVY,PJVY,PJVY
LYON,NVUS,CTY,NKAK,NKAK,NKAK,NKAK
MACDILL AFB,NVZR,MAP,NVZR,NVZR,NVZR,NVZR
MADANIYIN,NWXN,AFD,JEAH,JEAH,JEAH,JEAH
MADIGAN GENERAL,NXBY,HSP,PQWY,PQWY,PQWY,PQWY
MADILL,NXCC,CTY,WWYK,WWYK,WWYK,WWYK
MADISON,NXHE,CTY,YAQF,YAQF,YAQF,YAQF
MAJORS,NYJY,CAP,DDPF,DDPF,DDPF,DDPF
JBPH-H MAKALAPA,NYNF,NBA,KZTV,KZTV,KZTV,KZTV
MALMSTROM AFB HEL,NZAS,MHP,NZAS,NZAS,NZAS,NZAS
FWD BASE,OPA1,OPA,OPA1,HNTK,HNTK,HNTK
FWD BASE 2ND,OPA2,OPA,OPA1,OPA1,OPA1,OPA1
PATUXENT RIVER,PABH,HSP,AJXF,AJXF,AJXF,AJXF
MANCHESTER,PADV,CTY,NNGX,NNGX,NNGX,NNGX
MANDAN,PAJP,CTY,QJVF,QJVF,QJVF,QJVF
MANHATTAN,PASP,CTY,GUQE,GUQE,GUQE,GUQE
MANILA,PAXM,PRT,DVLK,DVLK,DVLK,DVLK
MANITOWOC,PBDH,CTY,HTUX,HTUX,HTUX,HTUX
MANSFIELD,PBXH,CTY,DYCS,DYCS,DYCS,DYCS
MANSFIELD LAHM RG,PBXP,JAP,DYCS,DYCS,DYCS,DYCS
MANZANILLO,PCFC,PRT,MBPB,MBPB,MBPB,MBPB
MANZANILLO,PCFG,PRT,KYJL,KYJL,KYJL,KYJL
MARCH ARB,PCZP,MAP,PCZP,PCZP,PCZP,PCZP
MARCH,PCZT,RTC,PCZP,PCZP,PCZP,PCZP
MARE ISLAND,PDZE,NYI,XDAT,XDAT,XDAT,XDAT
MARE ISLAND   NSY,PDZF,STG,XDAT,XDAT,XDAT,XDAT
PEARL HARBOR,PEBG,CLN,KZTV,KZTV,KZTV,KZTV
PENDLETON,PEBH,CTY,ETZB,ETZB,ETZB,ETZB
MARIETTA,PEQA,COM,FGWB,FGWB,FGWB,FGWB
MARIETTA,PEQE,CTY,FGWB,FGWB,FGWB,FGWB
MARIETTA      NAS,PEQF,STG,FGWB,FGWB,FGWB,FGWB
MARION,PFKS,CTY,VDYD,VDYD,VDYD,VDYD
MARION,PFTE,CTY,ZHTV,ZHTV,ZHTV,ZHTV
PHILADELPHIA,PHAG,FHG,ZAWN,ZAWN,ZAWN,ZAWN
MARSHALL AAF,PHMS,MAP,GUQE,GUQE,GUQE,GUQE
MARTIN,PJFS,AGS,BRKR,BRKR,BRKR,BRKR
MARTIN STATE,PJMS,JAP,AJXF,AJXF,AJXF,AJXF
MARTINSBURG,PJVS,CTY,PJVY,PJVY,PJVY,PJVY
EASTERN WV RGNL S,PJVY,JAP,PJVY,PJVY,PJVY,PJVY
MARYVILLE,PKRY,CTY,SGBP,SGBP,SGBP,SGBP
MASAN,PKVP,PRT,MEPJ,MEPJ,MEPJ,MEPJ
SACRAMENTO MATHER,PLXL,MAP,XDAT,XDAT,XDAT,XDAT
MATTYDALE,PNCZ,CTY,JREZ,JREZ,JREZ,JREZ
MAXWELL AFB,PNQS,MAP,PNQS,PNQS,PNQS,PNQS
PORT HUENEME,PPBC,CLN,TKXA,TKXA,TKXA,TKXA
MAYPORT NS,PPSB,MAP,LSGE,LSGE,LSGE,LSGE
MAYPORT,PPSC,NYI,LSGE,LSGE,LSGE,LSGE
MAYPORT NAVAL ST,PPSH,PRT,LSGE,LSGE,LSGE,LSGE
MCALESTER     AAP,PQEK,AMO,WWYK,WWYK,WWYK,WWYK
MCALESTER,PQEL,CTY,WWYK,WWYK,WWYK,WWYK
MCALESTER AAP,PQEM,NYI,WWYK,WWYK,WWYK,WWYK
MC CARRAN INTL,PQSY,CAP,RKMF,RKMF,RKMF,RKMF
JBLM MCCHORD FLD,PQWY,MAP,PQWY,PQWY,PQWY,PQWY
ORLANDO,PRAY,HSP,SXHT,SXHT,SXHT,SXHT
MC CLELLAN AFLD,PRJY,APT,BAEY,BAEY,BAEY,BAEY
COBB CO MC COLLUM,PRNG,APT,FGWB,FGWB,FGWB,FGWB
MC CONNELL AFB,PRQE,MAP,PRQE,PRQE,PRQE,PRQE
MCCONNELL     ANG,PRQG,ANX,PRQE,PRQE,PRQE,PRQE
MCCONNELSVILLE,PRXK,CTY,ZHTV,ZHTV,ZHTV,ZHTV
MC CLELLAN AFB,PRYV,STG,BAEY,BAEY,BAEY,BAEY
ORLANDO INTL,PSAX,CAP,SXHT,SXHT,SXHT,SXHT
SPARTA FORT MC CO,PSBE,JAP,YAQF,YAQF,YAQF,YAQF
MC ENTIRE JNGB,PSTE,MAP,VLSB,VLSB,VLSB,VLSB
MC GHEE TYSON,PSXE,JAP,PSXE,PSXE,PSXE,PSXE
MC GUIRE FLD,PTFL,MAP,PTFL,PTFL,PTFL,PTFL
MCGUIRE AFB,PTFM,ADM,PTFL,PTFL,PTFL,PTFL
MCGUIRE,PTFY,NAV,PTFL,PTFL,PTFL,PTFL
OUED SIAH,PUBW,APT,NWXN,NWXN,NWXN,NWXN
MCKEESPORT,PUCT,NYI,PJVY,PJVY,PJVY,PJVY
MECHANICSBURG,PVKT,NYI,SHYQ,SHYQ,SHYQ,SHYQ
MECHANICSBURG,PVSB,STG,SHYQ,SHYQ,SHYQ,SHYQ
MECHANICSBURG,PVSD,STG,FJXT,FJXT,FJXT,FJXT
MECHANICSBURG ICP,PVSE,STG,SHYQ,SHYQ,SHYQ,SHYQ
MEDINA,PWEL,TNG,MBPB,MBPB,MBPB,MBPB
MELBOURNE,PWYL,CTY,SXHT,SXHT,SXHT,SXHT
HOT SPGS MEMORIAL,PYGY,APT,NKAK,NKAK,NKAK,NKAK
MEMPHIS DEPOT,PYJT,AIN,BWKR,BWKR,BWKR,BWKR
MEMPHIS       ANG,PYJX,ANX,BWKR,BWKR,BWKR,BWKR
MEMPHIS,PYKB,RTC,BWKR,BWKR,BWKR,BWKR
MEMPHIS,PYKC,STG,BWKR,BWKR,BWKR,BWKR
MEMPHIS,PYKE,CTY,BWKR,BWKR,BWKR,BWKR
MEMPHIS,PYKG,NYI,BWKR,BWKR,BWKR,BWKR
MEMPHIS INTL,PYKL,JAP,BWKR,BWKR,BWKR,BWKR
MEMPHIS,PYKS,NYI,BWKR,BWKR,BWKR,BWKR
LITTLE RIVER,PYVR,APT,XDAT,XDAT,XDAT,XDAT
MERIDIAN,QALE,CTY,MAHG,MAHG,MAHG,MAHG
MERIDIAN NAS,QALG,MAP,BRKR,BRKR,BRKR,BRKR
MESQUITE,QBLU,CTY,DDPF,DDPF,DDPF,DDPF
COLUMBIA,QCDH,RTC,YWHG,YWHG,YWHG,YWHG
MIAMI,QCEY,CTY,KYJL,KYJL,KYJL,KYJL
MIAMI,QCFA,NYI,KYJL,KYJL,KYJL,KYJL
MIAMI INTL,QCFE,IAP,KYJL,KYJL,KYJL,KYJL
MIAMI,QCFF,PRT,KYJL,KYJL,KYJL,KYJL
MICHAEL AAF,QCQQ,MAP,KRSM,KRSM,KRSM,KRSM
MIDDLETOWN,QDVL,CTY,YTPM,YTPM,YTPM,YTPM
MIDDLETOWN,QEDS,CTY,NNGX,NNGX,NNGX,NNGX
MIDWAY,QEPR,CTY,QSEU,QSEU,QSEU,QSEU
MILAN AMMO PLANT,QFND,AIN,BWKR,BWKR,BWKR,BWKR
MILBANK,QFNM,CTY,QJKL,QJKL,QJKL,QJKL
MILDENHALL,QFQE,MAP,QFQE,QFQE,QFQE,QFQE
MILLINGTON,QGVL,CTY,BWKR,BWKR,BWKR,BWKR
MILWAUKEE,QHLE,CTY,HTUX,HTUX,HTUX,HTUX
MILWAUKEE M 02,QHMA,STG,HTUX,HTUX,HTUX,HTUX
JEBEL ALI,QHPB,PRT,VGHV,VGHV,VGHV,VGHV
MINA SAQR,QHPD,PRT,VGHV,VGHV,VGHV,VGHV
MINA ZAYED,QHPF,PRT,VGHV,VGHV,VGHV,VGHV
MINNEAPOLIS ST PA,QJKL,JAP,QJKL,QJKL,QJKL,QJKL
MINN ST PAUL,QJKS,SVC,QJKL,QJKL,QJKL,QJKL
MINNEAPOLIS,QJNT,CTY,QJKL,QJKL,QJKL,QJKL
MINOT AFB,QJVF,MAP,QJVF,QJVF,QJVF,QJVF
MINOT,QJVZ,CTY,QJVF,QJVF,QJVF,QJVF
MINOT INTL,QJWG,CAP,QJVF,QJVF,QJVF,QJVF
MIRAMAR MCAS,QKJA,MAP,QKJA,QKJA,QKJA,QKJA
MISSION,QKTA,CTY,GUQE,GUQE,GUQE,GUQE
MOBERLY,QMDU,CTY,YWHG,YWHG,YWHG,YWHG
MOBILE,QMFU,CTY,MAHG,MAHG,MAHG,MAHG
MOBILE,QMFZ,PRT,MAHG,MAHG,MAHG,MAHG
MOFFETT FEDERAL A,QMSN,MAP,KJGW,KJGW,KJGW,KJGW
MOKPO,QNPW,PRT,MEPJ,MEPJ,MEPJ,MEPJ
HABIB BOURGUIBA I,QNVA,IAP,FUQN,FUQN,FUQN,FUQN
MONROE,QPFW,CTY,AQLM,AQLM,AQLM,AQLM
MONROE,QPMA,CTY,HTUX,HTUX,HTUX,HTUX
MONTGOMERY,QQSN,CTY,MYXZ,MYXZ,MYXZ,MYXZ
MONTESSEUR,QRAW,APT,FTZH,FTZH,FTZH,FTZH
MOODY AFB,QSEU,MAP,QSEU,QSEU,QSEU,QSEU
MOREHEAD CITY,QTUP,PRT,DNNL,DNNL,DNNL,DNNL
MOREHEAD CITY,QTUR,POL,DNNL,DNNL,DNNL,DNNL
MORENO VALLEY,QTXL,AFD,PCZP,PCZP,PCZP,PCZP
MORGANTOWN,QUEG,CTY,PJVY,PJVY,PJVY,PJVY
MORRISVILLE,QVNC,CTY,TMKH,TMKH,TMKH,TMKH
MOUNDSVILLE,QWZM,CTY,DYCS,DYCS,DYCS,DYCS
MT CLEMENS,QYDL,CTY,DYCS,DYCS,DYCS,DYCS
MOUNTAIN HOME AFB,QYZH,MAP,QYZH,QYZH,QYZH,QYZH
MUKHOJIN NI,RBXH,PRT,SMYU,SMYU,SMYU,SMYU
MURRAY,RCXQ,CTY,CYWF,CYWF,CYWF,CYWF
MUSCAT,RCYQ,CTY,VGHV,VGHV,VGHV,VGHV
MUSCAT,RCYT,PRT,VGHV,VGHV,VGHV,VGHV
MUSKOGEE,RDKD,CTY,WWYK,WWYK,WWYK,WWYK
MYRTLE BEACH INTL,RDRD,JAP,RDRD,RDRD,RDRD,RDRD
REMADA,REAG,APT,NWXN,NWXN,NWXN,NWXN
NAGOYA,RELG,PRT,ZNRE,ZNRE,ZNRE,ZNRE
NAHA,REPV,PRT,LXEZ,LXEZ,LXEZ,LXEZ
NAPLES,RGJW,PRT,STRL,STRL,STRL,STRL
NEW ORLEANS NAVSA,RGNP,NYI,MAHG,MAHG,MAHG,MAHG
NASHVILLE,RHAS,STG,CYWF,CYWF,CYWF,CYWF
NASHVILLE,RHEL,CTY,CYWF,CYWF,CYWF,CYWF
NATICK LABORATORY,RHTC,AIN,NNGX,NNGX,NNGX,NNGX
NAVY YARD,RJHC,NYI,BXUR,BXUR,BXUR,BXUR
NEDERLAND,RJVF,AGS,GAMH,GAMH,GAMH,GAMH
