KEY,SHAPE_ROW,CountryState,CountryStateCode,Length,LineStyle,LineWidth,LineColor,RoadRate,RoadRateOfMarch,One-way,CivilianTraffic,AvailableMilitary,type,From,To,RoadClass,MSR,DisplayName,Modified,WeightLimit,WidthLimit,HeightLimit,MLCLimit
I10+ 17516-5588,5588,null,null,214.11,,,,38223.53,50.0,,,,large road,ints-1846,ints-460,,,,,,,,
I10+ 17520-1972,1972,null,null,47.23,,,,38223.53,50.0,,,,large road,ints-460,ints-3594,,,,,,,,
I10+ 1754-805,805,null,null,3.08,,,,49717.65,50.0,,,,large road,ints-1281,ints-2090,,,,,,,,
I10+ 1758-2926,2926,null,null,14.21,,,,49717.65,50.0,,,,large road,ints-614,ints-1281,,,,,,,,
I10+ 17583-4884,4884,null,null,107.39,,,,38223.53,50.0,,,,large road,ints-675,ints-1846,,,,,,,,
I10+ 17698-2812,2812,null,null,1.48,,,,49717.65,50.0,,,,large road,ints-758,ints-4587,,,,,,,,
I10+ 1770-5746,5746,null,null,2.01,,,,49717.65,50.0,,,,large road,ints-6124,ints-614,,,,,,,,
I10+ 17703-318,318,null,null,50.82,,,,49717.65,50.0,,,,large road,ints-6058,ints-3632,,,,,,,,
I10+ 17707-6160,6160,null,null,2.89,,,,49717.65,50.0,,,,large road,ints-5227,ints-4587,,,,,,,,
I10+ 17711-1989,1989,null,null,56.34,,,,49717.65,50.0,,,,large road,ints-1368,ints-675,,,,,,,,
I10+ 1772-1594,1594,null,null,14.8,,,,49717.65,50.0,,,,large road,ints-5095,ints-6124,,,,,,,,
I10+ 17798-2581,2581,null,null,5.28,,,,49717.65,50.0,,,,large road,ints-2936,ints-3066,,,,,,,,
I10+ 17807-6118,6118,null,null,74.67,,,,49717.65,50.0,,,,large road,ints-4216,ints-880,,,,,,,,
I10+ 17818-4801,4801,null,null,6.37,,,,49717.65,50.0,,,,large road,ints-880,ints-4483,,,,,,,,
I10+ 17869-5782,5782,null,null,106.51,,,,38223.53,50.0,,,,large road,ints-3066,ints-3452,,,,,,,,
I10+ 17961-1509,1509,null,null,4.3,,,,49717.65,50.0,,,,large road,ints-1536,ints-1368,,,,,,,,
I10+ 17977-6193,6193,null,null,2.01,,,,49717.65,50.0,,,,large road,ints-1418,ints-1536,,,,,,,,
I10+ 17985-1746,1746,null,null,75.75,,,,49717.65,50.0,,,,large road,ints-3452,ints-272,,,,,,,,
I10+ 17992-3769,3769,null,null,2.56,,,,49717.65,50.0,,,,large road,ints-4147,ints-1418,,,,,,,,
I10+ 18021-3077,3077,null,null,6.35,,,,49717.65,50.0,,,,large road,ints-272,ints-3823,,,,,,,,
I10+ 18023-6124,6124,null,null,2.02,,,,49717.65,50.0,,,,large road,ints-3823,ints-4147,,,,,,,,
I10+ 1931-6058,6058,null,null,8.64,,,,49717.65,50.0,,,,large road,ints-2090,ints-6393,,,,,,,,
I10+ 1964-2884,2884,null,null,3.24,,,,49717.65,50.0,,,,large road,ints-5503,ints-733,,,,,,,,
I10+ 1968-2470,2470,null,null,8.99,,,,49717.65,50.0,,,,large road,ints-1629,ints-5503,,,,,,,,
I10+ 2061-3717,3717,null,null,9.71,,,,49717.65,50.0,,,,large road,ints-1785,ints-3356,,,,,,,,
I10+ 2764-6174,6174,null,null,2.14,,,,49717.65,50.0,,,,large road,ints-6291,ints-6003,,,,,,,,
I10+ 2770-545,545,null,null,1.46,,,,49717.65,50.0,,,,large road,ints-3568,ints-6291,,,,,,,,
I10+ 2877-6039,6039,null,null,2.91,,,,49717.65,50.0,,,,large road,ints-3356,ints-2663,,,,,,,,
I10+ 2972-2312,2312,null,null,27.58,,,,38223.53,50.0,,,,large road,ints-4529,ints-5095,,,,,,,,
I10+ 3009-1344,1344,null,null,11.19,,,,49717.65,50.0,,,,large road,ints-1625,ints-1785,,,,,,,,
I10+ 3757-2594,2594,null,null,68.88,,,,38223.53,50.0,,,,large road,ints-4793,ints-4168,,,,,,,,
I10+ 3762-2771,2771,null,null,27.74,,,,38223.53,50.0,,,,large road,ints-5616,ints-811,,,,,,,,
I10+ 3769-876,876,null,null,44.73,,,,38223.53,50.0,,,,large road,ints-4168,ints-5616,,,,,,,,
I10+ 3794-3710,3710,null,null,5.3,,,,49717.65,50.0,,,,large road,ints-2934,ints-2063,,,,,,,,
I10+ 3796-397,397,null,null,44.06,,,,49717.65,50.0,,,,large road,ints-6386,ints-2934,,,,,,,,
I10+ 3806-1389,1389,null,null,17.71,,,,49717.65,50.0,,,,large road,ints-525,ints-4793,,,,,,,,
I10+ 3812-6202,6202,null,null,57.54,,,,38223.53,50.0,,,,large road,ints-803,ints-525,,,,,,,,
I10+ 3858-3101,3101,null,null,21.41,,,,38223.53,50.0,,,,large road,ints-2951,ints-803,,,,,,,,
I10+ 3865-5461,5461,null,null,5.37,,,,49717.65,50.0,,,,large road,ints-3022,ints-3379,,,,,,,,
I10+ 3873-5575,5575,null,null,7.75,,,,49717.65,50.0,,,,large road,ints-3379,ints-4189,,,,,,,,
I10+ 3892-3701,3701,null,null,8.03,,,,38223.53,50.0,,,,large road,ints-1896,ints-2951,,,,,,,,
I10+ 3896-4030,4030,null,null,39.51,,,,38223.53,50.0,,,,large road,ints-1128,ints-1896,,,,,,,,
I10+ 623-5826,5826,null,null,6.61,,,,49717.65,50.0,,,,large road,ints-2000,ints-1499,,,,,,,,
I10+ 7438-1166,1166,null,null,1.88,,,,49717.65,50.0,,,,large road,ints-618,ints-3678,,,,,,,,
I10+ 7457-2848,2848,null,null,50.5,,,,49717.65,50.0,,,,large road,ints-5835,ints-3401,,,,,,,,
I10+ 7480-4421,4421,null,null,37.84,,,,49717.65,50.0,,,,large road,ints-4528,ints-2895,,,,,,,,
I10+ 7486-664,664,null,null,7.43,,,,49717.65,50.0,,,,large road,ints-4755,ints-2895,,,,,,,,
I10+ 7491-1382,1382,null,null,50.59,,,,49717.65,50.0,,,,large road,ints-3678,ints-3846,,,,,,,,
I10+ 7507-5839,5839,null,null,67.9,,,,49717.65,50.0,,,,large road,ints-435,ints-3154,,,,,,,,
I10+ 7520-1456,1456,null,null,7.76,,,,49717.65,50.0,,,,large road,ints-1891,ints-6058,,,,,,,,
I10+ 7542-5212,5212,null,null,5.72,,,,49717.65,50.0,,,,large road,ints-4755,ints-2905,,,,,,,,
I10+ 7554-6164,6164,null,null,9.91,,,,49717.65,50.0,,,,large road,ints-1017,ints-5835,,,,,,,,
I10+ 7558-4175,4175,null,null,5.04,,,,49717.65,50.0,,,,large road,ints-772,ints-4605,,,,,,,,
I10+ 7561-3632,3632,null,null,7.16,,,,49717.65,50.0,,,,large road,ints-5627,ints-1605,,,,,,,,
I10+ 7566-1934,1934,null,null,3.28,,,,49717.65,50.0,,,,large road,ints-1605,ints-1017,,,,,,,,
I10+ 7578-3364,3364,null,null,2.68,,,,49717.65,50.0,,,,large road,ints-109,ints-6069,,,,,,,,
I10+ 7579-1854,1854,null,null,2.09,,,,49717.65,50.0,,,,large road,ints-2524,ints-5627,,,,,,,,
I10+ 7585-5268,5268,null,null,0.98,,,,49717.65,50.0,,,,large road,ints-3679,ints-6069,,,,,,,,
I10+ 7595-918,918,null,null,1.22,,,,49717.65,50.0,,,,large road,ints-4105,ints-1058,,,,,,,,
I10+ 7598-6048,6048,null,null,2.0,,,,49717.65,50.0,,,,large road,ints-3544,ints-2524,,,,,,,,
I10+ 7603-3651,3651,null,null,0.62,,,,49717.65,50.0,,,,large road,ints-3544,ints-4105,,,,,,,,
I10+-2228,2228,null,null,46.14,,,,49717.65,50.0,,,,large road,ints-2063,ints-2000,,,,,,,,
I10-584,584,null,null,0.9,,,,38223.53,50.0,,,,large road,ints-3832,ints-6042,,,,,,,,
I105+ 14236-592,592,null,null,2.56,,,,49717.65,50.0,,,,large road,ints-4869,ints-53,,,,,,,,
I105+ 14240-20,20,null,null,0.91,,,,49717.65,50.0,,,,large road,ints-3547,ints-53,,,,,,,,
I105+ 2733-4842,4842,null,null,5.28,,,,49717.65,50.0,,,,large road,ints-3638,ints-5225,,,,,,,,
I105+ 2736-4823,4823,null,null,1.6,,,,49717.65,50.0,,,,large road,ints-5225,ints-5158,,,,,,,,
I105+ 2750-5788,5788,null,null,6.1,,,,49717.65,50.0,,,,large road,ints-1695,ints-3638,,,,,,,,
I105+-3055,3055,null,null,4.29,,,,49717.65,50.0,,,,large road,ints-5717,ints-1695,,,,,,,,
I110 17364-1487,1487,null,null,0.29,,,,49717.65,50.0,,,,large road,ints-2521,ints-3337,,,,,,,,
I110 7432-3250,3250,null,null,1.28,,,,49717.65,50.0,,,,large road,ints-188,ints-4679,,,,,,,,
I110+ 10071-1087,1087,null,null,6.22,,,,49717.65,50.0,,,,large road,geos-MAHG,ints-2109,,,,,,,,
I110+ 17360-985,985,null,null,0.51,,,,49717.65,50.0,,,,large road,ints-2521,ints-6284,,,,,,,,
I110+ 17365-4741,4741,null,null,0.32,,,,49717.65,50.0,,,,large road,ints-6319,ints-3337,,,,,,,,
I110+ 2010-3058,3058,null,null,1.99,,,,49717.65,50.0,,,,large road,ints-2881,ints-1336,,,,,,,,
I110+ 2753-42,42,null,null,3.08,,,,49717.65,50.0,,,,large road,ints-1336,ints-3638,,,,,,,,
I110+ 2763-1940,1940,null,null,7.76,,,,49717.65,50.0,,,,large road,ints-3638,ints-6003,,,,,,,,
I110+ 3818-5320,5320,null,null,5.81,,,,49717.65,50.0,,,,large road,ints-3357,ints-2934,,,,,,,,
I110+ 3827-1401,1401,null,null,0.49,,,,49717.65,50.0,,,,large road,ints-661,ints-3357,,,,,,,,
I110+ 3828-1804,1804,null,null,0.64,,,,49717.65,50.0,,,,large road,geos-TAXT,ints-661,,,,,,,,
I110+ 7406-3267,3267,null,null,6.71,,,,49717.65,50.0,,,,large road,ints-188,ints-5682,,,,,,,,
I110+ 7435-1185,1185,null,null,0.86,,,,49717.65,50.0,,,,large road,ints-618,ints-4679,,,,,,,,
I110+-21,21,null,null,6.06,,,,49717.65,50.0,,,,large road,ints-6362,ints-2881,,,,,,,,
I110-473,473,null,null,1.8,,,,49717.65,50.0,,,,large road,ints-3382,ints-6362,,,,,,,,
I115+-2811,2811,null,null,1.59,,,,49717.65,50.0,,,,large road,ints-359,ints-3852,,,,,,,,
I12+ 7421-573,573,null,null,43.69,,,,38223.53,50.0,,,,large road,ints-2895,ints-6346,,,,,,,,
I12+ 7445-3189,3189,null,null,34.28,,,,49717.65,50.0,,,,large road,ints-5263,ints-1828,,,,,,,,
I12+ 7455-2252,2252,null,null,2.65,,,,49717.65,50.0,,,,large road,ints-1828,ints-4506,,,,,,,,
I12+-1209,1209,null,null,3.57,,,,38223.53,50.0,,,,large road,ints-6346,ints-5263,,,,,,,,
I12-4151,4151,null,null,1.22,,,,49717.65,50.0,,,,large road,ints-4506,ints-3401,,,,,,,,
I124+-296,296,null,null,1.74,,,,49717.65,50.0,,,,large road,ints-6203,ints-3248,,,,,,,,
I126+-3664,3664,null,null,3.55,,,,49717.65,50.0,,,,large road,ints-2974,ints-2901,,,,,,,,
I129+-429,429,null,null,3.11,,,,38223.53,50.0,,,,large road,ints-2162,ints-5561,,,,,,,,
I135 6886-491,491,null,null,1.72,,,,49717.65,50.0,,,,large road,ints-292,ints-3347,,,,,,,,
I135 6889-5414,5414,null,null,0.51,,,,49717.65,50.0,,,,large road,ints-2662,ints-3347,,,,,,,,
I135+ 6806-1189,1189,null,null,34.25,,,,49717.65,50.0,,,,large road,ints-268,ints-3344,,,,,,,,
I135+ 6839-4363,4363,null,null,28.07,,,,38223.53,50.0,,,,large road,ints-1007,ints-268,,,,,,,,
I135+ 6848-4310,4310,null,null,18.1,,,,49717.65,50.0,,,,large road,ints-3739,ints-4061,,,,,,,,
I135+ 6862-1080,1080,null,null,8.63,,,,49717.65,50.0,,,,large road,ints-292,ints-3739,,,,,,,,
I135+ 6891-3283,3283,null,null,0.99,,,,49717.65,50.0,,,,large road,ints-2192,ints-2662,,,,,,,,
I135+-1800,1800,null,null,3.18,,,,38223.53,50.0,,,,large road,ints-3344,ints-3578,,,,,,,,
I135-2797,2797,null,null,0.51,,,,49717.65,50.0,,,,large road,ints-1007,ints-4061,,,,,,,,
I15 10098-3956,3956,null,null,1.24,,,,38223.53,50.0,,,,large road,ints-5887,ints-4068,,,,,,,,
I15 10125-4678,4678,null,null,1.7,,,,38223.53,50.0,,,,large road,ints-3088,ints-33,,,,,,,,
I15 10199-3139,3139,null,null,30.85,,,,38223.53,50.0,,,,large road,ints-5849,ints-2887,,,,,,,,
I15 10201-2465,2465,null,null,3.21,,,,49717.65,50.0,,,,large road,ints-3852,ints-86,,,,,,,,
I15 10207-5424,5424,null,null,4.16,,,,49717.65,50.0,,,,large road,ints-19,ints-2887,,,,,,,,
I15 10279-1234,1234,null,null,2.84,,,,38223.53,50.0,,,,large road,ints-6252,ints-362,,,,,,,,
I15 12040-349,349,null,null,1.15,,,,49717.65,50.0,,,,large road,ints-756,ints-3879,,,,,,,,
I15 1404-4501,4501,null,null,1.46,,,,38223.53,50.0,,,,large road,ints-1070,ints-6433,,,,,,,,
I15 15108-5169,5169,null,null,8.63,,,,38223.53,50.0,,,,large road,ints-1719,ints-2754,,,,,,,,
I15 1536-1832,1832,null,null,2.45,,,,38223.53,50.0,,,,large road,ints-4526,ints-1070,,,,,,,,
I15 1785-2905,2905,null,null,3.32,,,,38223.53,50.0,,,,large road,ints-3777,ints-6311,,,,,,,,
I15 18479-2241,2241,null,null,1.05,,,,49717.65,50.0,,,,large road,ints-1788,ints-1257,,,,,,,,
I15 18501-1012,1012,null,null,0.16,,,,49717.65,50.0,,,,large road,ints-3543,ints-5518,,,,,,,,
I15 18526-5131,5131,null,null,11.06,,,,38223.53,50.0,,,,large road,ints-5792,ints-1714,,,,,,,,
I15 18568-945,945,null,null,0.34,,,,49717.65,50.0,,,,large road,ints-5730,ints-674,,,,,,,,
I15 18569-2402,2402,null,null,0.12,,,,49717.65,50.0,,,,large road,ints-5730,ints-209,,,,,,,,
I15 965-275,275,null,null,20.68,,,,38223.53,50.0,,,,large road,ints-2310,ints-1719,,,,,,,,
I15 966-4042,4042,null,null,8.63,,,,38223.53,50.0,,,,large road,ints-1719,ints-2754,,,,,,,,
I15+ 10099-4859,4859,null,null,83.72,,,,38223.53,50.0,,,,large road,ints-2512,ints-4068,,,,,,,,
I15+ 10124-5730,5730,null,null,22.65,,,,38223.53,50.0,,,,large road,ints-2512,ints-33,,,,,,,,
I15+ 10134-2964,2964,null,null,26.04,,,,38223.53,50.0,,,,large road,ints-3088,ints-5636,,,,,,,,
I15+ 10157-3871,3871,null,null,63.58,,,,38223.53,50.0,,,,large road,ints-5849,ints-5636,,,,,,,,
I15+ 10204-2433,2433,null,null,5.1,,,,49717.65,50.0,,,,large road,ints-19,ints-3852,,,,,,,,
I15+ 10234-2434,2434,null,null,58.8,,,,49717.65,50.0,,,,large road,ints-6252,ints-86,,,,,,,,
I15+ 10280-2675,2675,null,null,113.02,,,,38223.53,50.0,,,,large road,ints-5055,ints-362,,,,,,,,
I15+ 10284-4369,4369,null,null,33.45,,,,38223.53,50.0,,,,large road,ints-5887,ints-1071,,,,,,,,
I15+ 12034-5897,5897,null,null,3.05,,,,49717.65,50.0,,,,large road,ints-800,ints-499,,,,,,,,
I15+ 12035-3463,3463,null,null,5.56,,,,49717.65,50.0,,,,large road,ints-3879,ints-499,,,,,,,,
I15+ 12042-5034,5034,null,null,7.16,,,,49717.65,50.0,,,,large road,ints-4375,ints-756,,,,,,,,
I15+ 12046-1451,1451,null,null,44.86,,,,49717.65,50.0,,,,large road,ints-566,ints-4375,,,,,,,,
I15+ 12065-4987,4987,null,null,72.25,,,,49717.65,50.0,,,,large road,ints-2754,ints-800,,,,,,,,
I15+ 1403-372,372,null,null,9.14,,,,49717.65,50.0,,,,large road,ints-4715,ints-1281,,,,,,,,
I15+ 1405-3700,3700,null,null,2.33,,,,49717.65,50.0,,,,large road,ints-981,ints-4874,,,,,,,,
I15+ 1457-5101,5101,null,null,95.8,,,,38223.53,50.0,,,,large road,ints-566,ints-4526,,,,,,,,
I15+ 1673-5666,5666,null,null,36.69,,,,38223.53,50.0,,,,large road,ints-2024,ints-75,,,,,,,,
I15+ 1698-553,553,null,null,8.42,,,,49717.65,50.0,,,,large road,ints-5019,ints-2024,,,,,,,,
I15+ 1781-4071,4071,null,null,5.03,,,,49717.65,50.0,,,,large road,ints-3777,ints-4281,,,,,,,,
I15+ 1790-2653,2653,null,null,5.67,,,,49717.65,50.0,,,,large road,ints-1281,ints-4281,,,,,,,,
I15+ 1797-2414,2414,null,null,5.75,,,,49717.65,50.0,,,,large road,ints-5604,ints-2697,,,,,,,,
I15+ 1799-5688,5688,null,null,34.38,,,,49717.65,50.0,,,,large road,ints-2697,ints-4874,,,,,,,,
I15+ 1804-1813,1813,null,null,1.35,,,,49717.65,50.0,,,,large road,ints-6433,ints-981,,,,,,,,
I15+ 18388-5389,5389,null,null,11.61,,,,38223.53,50.0,,,,large road,ints-54,ints-2862,,,,,,,,
I15+ 18391-5467,5467,null,null,36.73,,,,38223.53,50.0,,,,large road,ints-5299,ints-54,,,,,,,,
I15+ 18401-3354,3354,null,null,3.41,,,,49717.65,50.0,,,,large road,ints-2396,ints-5299,,,,,,,,
I15+ 18404-6162,6162,null,null,6.37,,,,49717.65,50.0,,,,large road,ints-1389,ints-2396,,,,,,,,
I15+ 18416-233,233,null,null,20.95,,,,49717.65,50.0,,,,large road,ints-4294,ints-1389,,,,,,,,
I15+ 18424-1837,1837,null,null,5.28,,,,49717.65,50.0,,,,large road,ints-6022,ints-4294,,,,,,,,
I15+ 18438-5482,5482,null,null,3.34,,,,49717.65,50.0,,,,large road,ints-3965,ints-6022,,,,,,,,
I15+ 18463-4352,4352,null,null,5.81,,,,49717.65,50.0,,,,large road,ints-1257,ints-3965,,,,,,,,
I15+ 18480-6216,6216,null,null,6.07,,,,49717.65,50.0,,,,large road,ints-2358,ints-1788,,,,,,,,
I15+ 18484-4885,4885,null,null,12.26,,,,49717.65,50.0,,,,large road,ints-5881,ints-2358,,,,,,,,
I15+ 18490-3286,3286,null,null,22.12,,,,49717.65,50.0,,,,large road,ints-1521,ints-5881,,,,,,,,
I15+ 18500-5040,5040,null,null,6.54,,,,38223.53,50.0,,,,large road,ints-1521,ints-5518,,,,,,,,
I15+ 18503-3187,3187,null,null,1.6,,,,49717.65,50.0,,,,large road,ints-3543,ints-5358,,,,,,,,
I15+ 18504-6201,6201,null,null,60.66,,,,49717.65,50.0,,,,large road,ints-5792,ints-5358,,,,,,,,
I15+ 18527-1003,1003,null,null,15.03,,,,38223.53,50.0,,,,large road,ints-580,ints-1714,,,,,,,,
I15+ 18547-3421,3421,null,null,18.65,,,,38223.53,50.0,,,,large road,ints-580,ints-4662,,,,,,,,
I15+ 18548-5267,5267,null,null,12.63,,,,38223.53,50.0,,,,large road,ints-4758,ints-4662,,,,,,,,
I15+ 18554-468,468,null,null,50.04,,,,38223.53,50.0,,,,large road,ints-3734,ints-4758,,,,,,,,
I15+ 18567-364,364,null,null,20.01,,,,38223.53,50.0,,,,large road,ints-3734,ints-674,,,,,,,,
I15+ 18570-3969,3969,null,null,34.52,,,,38223.53,50.0,,,,large road,ints-4165,ints-209,,,,,,,,
I15+ 18581-1139,1139,null,null,18.8,,,,49717.65,50.0,,,,large road,ints-4165,ints-4928,,,,,,,,
I15+ 18582-2367,2367,null,null,8.73,,,,49717.65,50.0,,,,large road,ints-2310,ints-4928,,,,,,,,
I15+ 2665-4804,4804,null,null,50.52,,,,49717.65,50.0,,,,large road,ints-75,ints-4715,,,,,,,,
I15+ 5419-6176,6176,null,null,24.53,,,,38223.53,50.0,,,,large road,ints-4787,ints-5055,,,,,,,,
I15+ 5456-6021,6021,null,null,5.35,,,,38223.53,50.0,,,,large road,ints-4787,ints-2514,,,,,,,,
I15+ 5457-1827,1827,null,null,41.37,,,,38223.53,50.0,,,,large road,ints-4322,ints-2514,,,,,,,,
I15+ 5484-5232,5232,null,null,81.79,,,,49717.65,50.0,,,,large road,ints-2862,ints-4322,,,,,,,,
I15+-1045,1045,null,null,16.23,,,,38223.53,50.0,,,,large road,ints-6311,ints-5604,,,,,,,,
I15-4605,4605,null,null,20.68,,,,38223.53,50.0,,,,large road,ints-2310,ints-1719,,,,,,,,
I155+ 9759-150,150,null,null,25.49,,,,38223.53,50.0,,,,large road,ints-1692,ints-5122,,,,,,,,
I155+-2478,2478,null,null,31.42,,,,49717.65,50.0,,,,large road,ints-138,ints-400,,,,,,,,
I155-4950,4950,null,null,0.85,,,,49717.65,50.0,,,,large road,ints-3194,ints-1692,,,,,,,,
I16 5000-719,719,null,null,1.14,,,,49717.65,50.0,,,,large road,ints-3603,ints-2676,,,,,,,,
I16+ 4965-4474,4474,null,null,29.41,,,,38223.53,50.0,,,,large road,ints-3930,ints-37,,,,,,,,
I16+ 4974-4351,4351,null,null,62.09,,,,38223.53,50.0,,,,large road,ints-1784,ints-3930,,,,,,,,
I16+ 4997-1140,1140,null,null,40.74,,,,38223.53,50.0,,,,large road,ints-2375,ints-1784,,,,,,,,
I16+ 5001-3959,3959,null,null,1.14,,,,49717.65,50.0,,,,large road,ints-2080,ints-3603,,,,,,,,
I16+-5497,5497,null,null,23.42,,,,49717.65,50.0,,,,large road,ints-37,ints-2042,,,,,,,,
I16-3116,3116,null,null,6.64,,,,49717.65,50.0,,,,large road,ints-2676,ints-2375,,,,,,,,
I164+ 6623-2383,2383,null,null,1.43,,,,49717.65,50.0,,,,large road,ints-4141,ints-3971,,,,,,,,
I164+-1844,1844,null,null,13.74,,,,38223.53,50.0,,,,large road,ints-4141,ints-1149,,,,,,,,
I164-3227,3227,null,null,5.48,,,,49717.65,50.0,,,,large road,ints-3971,ints-4985,,,,,,,,
I165+ 645-698,698,null,null,1.51,,,,49717.65,50.0,,,,large road,ints-2000,ints-3829,,,,,,,,
I165+-3235,3235,null,null,4.24,,,,49717.65,50.0,,,,large road,ints-3829,ints-372,,,,,,,,
I17 1001-4833,4833,null,null,24.72,,,,38223.53,50.0,,,,large road,ints-5130,ints-3200,,,,,,,,
I17 1005-6003,6003,null,null,11.81,,,,38223.53,50.0,,,,large road,ints-3348,ints-5130,,,,,,,,
I17 1006-1169,1169,null,null,8.63,,,,38223.53,50.0,,,,large road,ints-3774,ints-3348,,,,,,,,
I17 1007-2384,2384,null,null,3.03,,,,49717.65,50.0,,,,large road,ints-4107,ints-3774,,,,,,,,
I17 1008-4080,4080,null,null,2.08,,,,49717.65,50.0,,,,large road,ints-6263,ints-4107,,,,,,,,
I17 1009-645,645,null,null,6.82,,,,38223.53,50.0,,,,large road,ints-6263,ints-3036,,,,,,,,
I17 1013-3579,3579,null,null,15.37,,,,38223.53,50.0,,,,large road,ints-94,ints-3036,,,,,,,,
I17 1015-759,759,null,null,20.79,,,,38223.53,50.0,,,,large road,ints-8,ints-94,,,,,,,,
I17 1020-3256,3256,null,null,0.19,,,,49717.65,50.0,,,,large road,ints-4781,ints-341,,,,,,,,
I17 1025-2069,2069,null,null,1.03,,,,49717.65,50.0,,,,large road,ints-4948,ints-1806,,,,,,,,
I17 1026-3568,3568,null,null,0.96,,,,49717.65,50.0,,,,large road,ints-3137,ints-4948,,,,,,,,
I17 1029-4062,4062,null,null,2.0,,,,49717.65,50.0,,,,large road,ints-448,ints-3137,,,,,,,,
I17 1030-4403,4403,null,null,1.0,,,,49717.65,50.0,,,,large road,ints-549,ints-448,,,,,,,,
I17 1034-86,86,null,null,2.05,,,,49717.65,50.0,,,,large road,ints-3998,ints-549,,,,,,,,
I17 1037-5058,5058,null,null,0.98,,,,49717.65,50.0,,,,large road,ints-3582,ints-234,,,,,,,,
I17 1038-456,456,null,null,0.99,,,,49717.65,50.0,,,,large road,ints-72,ints-3582,,,,,,,,
I17 1039-2120,2120,null,null,0.24,,,,49717.65,50.0,,,,large road,ints-1273,ints-72,,,,,,,,
I17 1045-4594,4594,null,null,1.12,,,,49717.65,50.0,,,,large road,ints-5173,ints-1273,,,,,,,,
I17 1053-5781,5781,null,null,0.8,,,,49717.65,50.0,,,,large road,ints-296,ints-5173,,,,,,,,
I17 1054-1221,1221,null,null,0.17,,,,49717.65,50.0,,,,large road,ints-3769,ints-296,,,,,,,,
I17 1055-6110,6110,null,null,0.76,,,,49717.65,50.0,,,,large road,ints-5764,ints-3769,,,,,,,,
I17 1056-1386,1386,null,null,0.96,,,,49717.65,50.0,,,,large road,ints-5788,ints-1771,,,,,,,,
I17 1057-2819,2819,null,null,0.89,,,,49717.65,50.0,,,,large road,ints-1771,ints-5764,,,,,,,,
I17 1058-3537,3537,null,null,0.55,,,,49717.65,50.0,,,,large road,ints-1051,ints-5788,,,,,,,,
I17 1059-4959,4959,null,null,0.47,,,,49717.65,50.0,,,,large road,ints-1240,ints-1051,,,,,,,,
I17 1063-931,931,null,null,1.63,,,,49717.65,50.0,,,,large road,ints-1334,ints-1240,,,,,,,,
I17 1169-3158,3158,null,null,2.48,,,,38223.53,50.0,,,,large road,ints-2877,ints-3463,,,,,,,,
I17 1170-2061,2061,null,null,5.42,,,,38223.53,50.0,,,,large road,ints-341,ints-2877,,,,,,,,
I17 1171-414,414,null,null,17.81,,,,38223.53,50.0,,,,large road,ints-3463,ints-8,,,,,,,,
I17 1182-3382,3382,null,null,0.33,,,,49717.65,50.0,,,,large road,ints-234,ints-3295,,,,,,,,
I17 1183-1883,1883,null,null,1.71,,,,49717.65,50.0,,,,large road,ints-3295,ints-3998,,,,,,,,
I17 1190-5099,5099,null,null,2.03,,,,49717.65,50.0,,,,large road,ints-1806,ints-6230,,,,,,,,
I17 1191-3610,3610,null,null,0.04,,,,49717.65,50.0,,,,large road,ints-1144,ints-6230,,,,,,,,
I17 1192-2327,2327,null,null,1.0,,,,49717.65,50.0,,,,large road,ints-1144,ints-4781,,,,,,,,
I17 15143-1465,1465,null,null,24.72,,,,38223.53,50.0,,,,large road,ints-5130,ints-3200,,,,,,,,
I17 15147-1029,1029,null,null,11.81,,,,38223.53,50.0,,,,large road,ints-3348,ints-5130,,,,,,,,
I17 15148-5211,5211,null,null,8.63,,,,38223.53,50.0,,,,large road,ints-3774,ints-3348,,,,,,,,
I17 15149-3900,3900,null,null,3.03,,,,49717.65,50.0,,,,large road,ints-4107,ints-3774,,,,,,,,
I17 15150-2441,2441,null,null,2.08,,,,49717.65,50.0,,,,large road,ints-6263,ints-4107,,,,,,,,
I17 15151-790,790,null,null,6.82,,,,38223.53,50.0,,,,large road,ints-6263,ints-3036,,,,,,,,
I17 15155-2743,2743,null,null,15.37,,,,38223.53,50.0,,,,large road,ints-94,ints-3036,,,,,,,,
I17 15157-6139,6139,null,null,20.79,,,,38223.53,50.0,,,,large road,ints-8,ints-94,,,,,,,,
I17 15162-5487,5487,null,null,0.19,,,,49717.65,50.0,,,,large road,ints-4781,ints-341,,,,,,,,
I17 15167-4063,4063,null,null,1.03,,,,49717.65,50.0,,,,large road,ints-4948,ints-1806,,,,,,,,
I17 15168-2898,2898,null,null,0.96,,,,49717.65,50.0,,,,large road,ints-3137,ints-4948,,,,,,,,
I17 15171-5423,5423,null,null,2.0,,,,49717.65,50.0,,,,large road,ints-448,ints-3137,,,,,,,,
I17 15172-3570,3570,null,null,1.0,,,,49717.65,50.0,,,,large road,ints-549,ints-448,,,,,,,,
I17 15176-4003,4003,null,null,2.05,,,,49717.65,50.0,,,,large road,ints-3998,ints-549,,,,,,,,
I17 15179-6229,6229,null,null,0.98,,,,49717.65,50.0,,,,large road,ints-3582,ints-234,,,,,,,,
I17 15180-3347,3347,null,null,0.99,,,,49717.65,50.0,,,,large road,ints-72,ints-3582,,,,,,,,
