Utc,Ulc,UtcShortName,Service,AuthPers,Pax,Cbbls,UtcLongName,DeployIndCode,SecurityClass,UtcStatus,OriginatorUic,RecordIndicator,ReferenceDoc,ReplacerUtc,CreateDate,ChangeDate,CancelDate,Configuration
HGKG1,ELE,MMS 06  F 16  B,F,33,33,0,MMS 06  F 16  B40-42 LD  G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKG2,ELE,MMS 06  F 16  B,F,14,14,0,MMS 06  F 16  B40-42 FW1 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKG3,ELE,MMS 03  F 16  B,F,6,6,0,MMS 03  F 16  B40-42 FW2 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKP1,WG,MMS 12  F 16  B,F,39,39,0,MMS 12  F 16  B40    LD,2,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HGKP2,WG,MMS 06  F 16  B,F,19,19,0,MMS 06  F 16  B40    FW 1,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HGKP3,WG,MMS 06  F 16  B,F,19,19,0,MMS 06  F 16  B40    FW 2,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HGKS1,WG,MMS 12  F 16  B,F,35,35,0,MMS 12  F 16  B50-52 LD,2,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGKS2,WG,MMS 06  F 16  B,F,10,10,0,MMS 06  F 16  B50-52 FW 1,3,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKS3,WG,MMS 06  F 16  B,F,10,10,0,MMS 06  F 16  B50-52 FW 2,3,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKT1,ELE,MMS 06  F 16  B,F,28,28,0,MMS 06  F 16  B52    LD  G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKT2,ELE,MMS 06  F 16  B,F,14,14,0,MMS 06  F 16  B52    FW1 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGKT3,ELE,MMS 03  F 16  B,F,3,3,0,MMS 03  F 16  B52    FW2 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGM66,CO,***CANCELLED***,A,79,99022,0,FWD MAINT CO  AASLT,,U,C,W0ZUFF,,,,Jul 28 2095,Apr 12 2099,,7
HGP77,HHD,"HHD, ORD BN, EO",A,27,27,0,HHD  ORD BN  EOD,1,U,A,W0ZUFF,,09446L000100,,Apr 17 2096,Jul 21 2003,,7
HGQB1,ELE,MMS 06  F 15AB,F,23,23,0,MMS 06  F 15AB       LD  G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGQB2,ELE,MMS 06  F 15AB,F,8,8,0,MMS 06  F 15AB       FW1 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGQB3,ELE,MMS 03  F 15AB,F,3,3,0,MMS 03  F 15AB       FW2 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGQC1,WG,MMS 12  F 15CD,F,24,24,0,MMS 12  F 15CD -100  LD,2,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGQC2,WG,MMS 06  F 15CD,F,11,11,0,MMS 06  F 15CD -100  FW1,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGQC3,WG,MMS 06  F 15CD,F,11,11,0,MMS 06  F 15CD -100  FW2,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGQL1,WG,MMS 12  F 15E,F,56,56,0,MMS 12  F 15E  -220  LD,2,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HGQL2,WG,MMS 06  F 15E,F,10,10,0,MMS 06  F 15E  -220  FW1,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGQL3,WG,MMS 06  F 15E,F,4,4,0,MMS 06  F 15E  -220  FW2,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Oct 10 2002,,7
HGQNN,CO,AVN UNIT MAINT,A,117,117,0,AVN UNIT MAINT CO  3 UH 1,1,U,A,W0ZUFF,,01409L100100,,Sep 24 2086,Jan 22 2002,,7
HGS53,ELE,MMS 03 MH 53J,F,4,4,0,MMS 03 MH 53J,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HGS54,ELE,MMS 04 MH 53J,F,5,5,0,MMS 04 MH 53J,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HGS55,ELE,MMS 05 MH 53J,F,5,5,0,MMS 05 MH 53J,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HGS58,ELE,MMS 08 MH 53J,F,12,12,0,MMS 08 MH 53J,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HGSH2,ELE,MMS 02 MC 130P,F,2,2,0,MMS 02 MC 130P,2,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGSH4,ELE,MMS 04 MC130P,F,2,2,0,MMS 04 MC130P,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HGSM3,ELE,MMS 03 MC130H,F,0,0,0,MMS 03 MC130H,E,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HGSM4,ELE,MMS 04 MC130H,F,3,3,0,MMS 04 MC130H,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HGSM7,ELE,MMS 07 MC130H,F,6,6,0,MMS 07 MC130H,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HGSP2,ELE,MMS 02 MC130P,F,2,2,0,MMS 02 MC130P,2,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGSPE,ELE,MMS 04 MC130P (,F,0,0,0,MMS 04 MC130P (EQUIP),E,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGSPP,ELE,MMS 04 MC130P (,F,2,2,0,MMS 04 MC130P (PERS),2,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGUTT,CO,***CANCELLED***,A,228,99082,0,"AVN MAINT CO,AH-64,HV DIV",,U,C,W0ZUFF,,,,Feb 05 2098,Aug 25 2099,,7
HGVF1,WG,MMS 06/06  A/OA,F,51,51,0,MMS 06/06  A/OA 10   LD,2,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HGVF2,WG,MMS 06  A 10,F,30,30,0,MMS 06  A 10         FW1,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HGVF3,WG,MMS 06 A/OA10,F,11,11,0,MMS 06 A/OA10        FW2,3,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HGVG1,ELE,MMS 06  A 10/OA,F,56,56,0,MMS 06  A 10/OA 10   LD  G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGVG2,ELE,MMS 06  A 10,F,25,25,0,MMS 06  A 10         FW1 G,1,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGVG3,ELE,MMS 03  A 10,F,12,12,0,MMS 03  A 10         FW2 G,P,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HGVR1,ELE,MMS 06  A/OA 10,F,45,45,0,MMS 06  A/OA 10      LD   V,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HGVR2,SQ,MMS 06  A 10,F,38,38,0,MMS 06  A 10         FW1  V,3,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HGVR3,ELE,MMS 03  A 10,F,8,8,0,MMS 03  A 10         FW2  V,3,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HGVR5,SQ,MMS 06  A 10 ON,F,53,53,0,MMS 06  A 10 ONLY    LD   V,2,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HGXXX,CO,MSL SPT CO HVY,A,123,123,0,MSL SPT CO HVY DIV,1,U,A,W0ZUFF,,09558J400100,,May 22 2084,Nov 10 2099,,7
HGZZZ,ELE,MMS MUNITIONS,F,0,0,0,MMS MUNITIONS,6,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HH222,CO,***CANCELLED***,A,0,99080,0,HQ LT MT CO MT BN ASSLT,,U,C,W0ZUFF,,,,Dec 26 2085,Aug 04 2099,,7
HH2AB,SQ,MMS B 2 MUNITIO,F,54,54,0,MMS B 2 MUNITIONS AUG SPT   DEP,1,U,A,FFQT10,,WMP3            UTM,,Jul 25 2001,Jul 19 2002,,7
HH2ZZ,CO,AVIATION UNIT M,A,69,69,0,AVIATION UNIT MAINT CO,1,U,A,W0ZUFF,,01309A100100,,Aug 25 2099,Jul 19 2002,,7
HH333,TM,OP-MEDICAL MATE,A,0,0,0,OP-MEDICAL MATERIEL,E,U,A,W0ZUFF,,13663E000100,,Jan 22 2002,Jan 22 2002,,7
HH3ZZ,BN,AVN MAINT BN (A,A,1059,1059,0,AVN MAINT BN (AVIM)(CORPS),1,U,A,W0ZUFF,,01945A100100,,Aug 25 2099,Jul 21 2003,,7
HH555,TM,OP-MORTUARY AFF,A,0,0,0,OP-MORTUARY AFFAIRS,E,U,A,W0ZUFF,,13673E000100,,Jun 04 2001,Jan 22 2002,,7
HH644,HHD,HHD ORD(MNT)BN,A,49,49,0,HHD ORD MNT BN DS GS,1,U,A,W0ZUFF,,43436L000100,,Aug 28 2085,Jul 21 2003,,7
HH6NN,CO,MAINT CO NON-DI,A,199,199,0,MAINT CO NON DIVISIONAL D,1,U,A,W0ZUFF,,43209L000100,,Sep 24 2086,Jul 21 2003,,7
HHA1L,WG,MMS 04  B  1B,F,51,51,0,MMS 04  B  1B        LD,2,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHA21,WG,MMS 08  B  2,F,52,52,0,MMS 08  B  2         FW1,3,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHA2L,WG,MMS 08  B  2,F,66,66,0,MMS 08  B  2         LD,2,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHA51,WG,MMS 06  B 52H,F,48,48,0,MMS 06  B 52H        FW1,3,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHA5L,WG,MMS 06  B 52H,F,76,76,0,MMS 06  B 52H        LD,2,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHATA,ELE,MMS 18  F117A,F,44,44,0,MMS 18  F117A,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HHB23,ELE,MMS 08  B  2,F,66,66,0,MMS 08  B  2,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHB28,ELE,MMS 08  B  2 MU,F,66,66,0,MMS 08  B  2 MUNITIONS SIOP SPT,1,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 19 2002,,7
HHB77,CO,***CANCELLED***,A,75,99082,0,ATS SUPPORT MAINT COMPANY,,U,C,W0ZUFF,,,,Feb 05 2098,Aug 25 2099,,7
HHBA3,PKG,***CANCELLED***,F,0,101,0,MNT 18  F111 TRAP STOWS      33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBA4,PKG,***CANCELLED***,F,0,101,0,MNT 06  F111 TRAP STOWS      33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBA5,PKG,***CANCELLED***,F,0,101,0,MNT 18  F 16 SPEC SE STOWS   33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBA6,PKG,***CANCELLED***,F,0,101,0,MNT 06  F 16 SPEC SE STOWS   33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBA7,PKG,MNT 18  F 16 TR,F,0,0,0,MNT 18  F 16 TRAP STOWS      33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBA8,PKG,MNT 06  F 16 TR,F,0,0,0,MNT 06  F 16 TRAP STOWS      33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBA9,PKG,***CANCELLED***,F,0,101,0,MNT 18  F 15E SPEC SE STOWS  33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBAA,PKG,***CANCELLED***,F,0,101,0,MNT 06  F 15E SPEC SE STOWS  33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBAB,PKG,MNT 18  F 15E T,F,0,0,0,MNT 18  F 15E TRAP STOWS     33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBAC,PKG,MNT 06  F 15E T,F,0,0,0,MNT 06  F 15E TRAP STOWS     33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBAD,PKG,***CANCELLED***,F,0,101,0,MNT 18  F 15 SPEC SE STOWS   33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBAE,PKG,***CANCELLED***,F,0,101,0,MNT 06  F 15 SPEC SE STOWS   33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBAF,PKG,MNT 18  F 15 TR,F,0,0,0,MNT 18  F 15 TRAP STOWS      33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBAG,PKG,MNT 06  F 15 TR,F,0,0,0,MNT 06  F 15 TRAP STOWS      33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBAH,PKG,***CANCELLED***,F,0,101,0,MNT 18  A 10 SPEC SE STOWS   33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBAJ,PKG,***CANCELLED***,F,0,101,0,MNT 06  A 10 SPEC SE STOWS   33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBAK,PKG,MNT 18  A 10 TR,F,0,0,0,MNT 18  A 10 TRAP STOWS      33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBAL,PKG,MNT 06  A 10 TR,F,0,0,0,MNT 06  A 10 TRAP STOWS      33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBAM,PKG,MNT 18 FIGHTER,F,0,0,0,MNT 18 FIGHTER GEN SE STOWS  33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBAN,PKG,***CANCELLED***,F,0,101,0,MNT 06 FIGHTER GEN SE STOWS  33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBAP,PKG,MNT 08  C130 SU,F,0,0,0,MNT 08  C130 SUP EQ STWS IND 33,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHBAQ,PKG,***CANCELLED***,F,0,101,0,MNT 08  C130 SUP EQ STWS DEP 33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHBAR,PKG,***CANCELLED***,F,0,101,0,MNT 10 KC135 SUPT EQU STOWS  33,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
HHC66,TM,CELLULAR LOGIST,A,11,11,0,CELLULAR LOGISTICS TEAM,1,U,A,W0ZUFF,,43569LA00100,,Dec 04 2087,Jul 19 2002,,7
HHCA1,ELE,MMS 06  F 16C/D,F,18,18,0,MMS 06  F 16C/D BLK 50 RAEF,1,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 19 2002,,7
HHCA3,ELE,MMS 12  F 15C/D,F,24,24,0,MMS 12  F 15C/D RAEF,1,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHCA4,ELE,MMS 12  F 15E R,F,40,40,0,MMS 12  F 15E RAEF,1,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 19 2002,,7
HHCF1,ELE,MMS 06  F 15C/D,F,55,55,0,MMS 06  F 15C/D/E F16C/D,1,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 21 2003,,7
HHCF2,ELE,MMS 12  F 15C/D,F,74,74,0,MMS 12  F 15C/D/E F16C/D,1,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 21 2003,,7
HHD66,TM,HVY SEP BDE (ME,A,1,1,0,HVY SEP BDE  MECH  GS AUG,1,U,A,W0ZUFF,,09529LI00100,,Jul 28 2095,Jul 19 2002,,7
HHDA1,ELE,MMS 32  B 52H M,F,184,184,0,MMS 32  B 52H MUNS SIOP SPT,1,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 21 2003,,7
HHDA2,ELE,MMS 24  B 52H M,F,179,179,0,MMS 24  B 52H MUNS SIOP SPT,1,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 21 2003,,7
HHDJJ,ELE,***CANCELLED***,F,0,98021,0,MMS 06  B 52H              VDEP,,U,C,FFQT10,,,,Oct 03 2094,Feb 11 2098,,7
HHGJF,ELE,MMS 06  B 52H,F,84,84,0,MMS 06  B 52H,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Oct 10 2002,,7
HHGJG,ELE,MMS 06  B 52H,F,56,56,0,MMS 06  B 52H               DEP,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Oct 10 2002,,7
HHGJH,SQ,MMS 08  B 52H,F,76,76,0,MMS 08  B 52H              VDEP,1,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 19 2002,,7
HHGJL,ELE,MMS 06  B  1B,F,68,68,0,MMS 06  B  1B,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHGJM,ELE,MMS 06  B  1B,F,25,25,0,MMS 06  B  1B               DEP,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHGJN,SQ,MMS 08  B  1B,F,0,2101,0,MMS 08  B  1B             G DEP,,U,C,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 21 2003,,7
HHGYV,ELE,***CANCELLED***,F,0,98021,0,MMS 06  F 15C,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 06 2098,,7
HHGZ1,ELE,***CANCELLED***,F,0,1012,0,MMS 06  A10/06 OA10  AS F16C/D,,U,C,FFQT10,,WMP3,,Feb 11 2098,Jul 25 2001,,7
HHGZ5,SQ,***CANCELLED***,F,0,98021,0,MMS 24 A/OA10,,U,C,FFQT10,,,,Apr 11 2096,Feb 11 2098,,7
HHGZ8,SQ,MMS 24 A/0A10,F,68,68,0,MMS 24 A/0A10,2,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHHAC,ELE,MMS TARRP MK82,F,0,0,0,MMS TARRP MK82 LOW DRAG,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAD,ELE,MMS TARRP MK82,F,0,0,0,MMS TARRP MK82 AIR,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAE,ELE,MMS TARRP MK84,F,0,0,0,MMS TARRP MK84 AIR,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAF,ELE,MMS TARRP GBU-1,F,0,0,0,MMS TARRP GBU-12D/B,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAG,ELE,MMS TARRP GBU-1,F,0,0,0,MMS TARRP GBU-10E/B,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAH,ELE,MMS TARRP GBU-1,F,0,0,0,MMS TARRP GBU-10J/B,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Oct 10 2002,,7
HHHAJ,ELE,MMS TARRP GBU-2,F,0,0,0,MMS TARRP GBU-24 /B,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAK,ELE,MMS TARRP GBU-2,F,0,0,0,MMS TARRP GBU-24A/B,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Oct 10 2002,,7
HHHAL,ELE,MMS TARRP CBU-8,F,0,0,0,MMS TARRP CBU-87,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Oct 10 2002,,7
HHHAM,ELE,MMS TARRP CBU-8,F,0,0,0,MMS TARRP CBU-89,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAN,ELE,MMS TARRP AGM-6,F,0,0,0,MMS TARRP AGM-65 /D,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Oct 10 2002,,7
HHHAP,ELE,MMS TARRP AGM-6,F,0,0,0,MMS TARRP AGM-65 /G,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAQ,ELE,MMS TARRP AIM-,F,0,0,0,MMS TARRP AIM- 9 /M,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAR,ELE,MMS TARRP AIM-1,F,0,0,0,MMS TARRP AIM-120/A,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Oct 10 2002,,7
HHHAS,ELE,MMS TARRP  RR-1,F,0,0,0,MMS TARRP  RR-170/MJU-7,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Oct 10 2002,,7
HHHAT,ELE,MMS TARRP  RR-1,F,0,0,0,MMS TARRP  RR-170/MJU-10,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAU,ELE,MMS TARRP 20MM,F,0,0,0,MMS TARRP 20MM HEI/API,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAV,ELE,MMS TARRP 30MM,F,0,0,0,MMS TARRP 30MM HEI/API,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Oct 10 2002,,7
HHHAW,ELE,MMS TARRP AIM-,F,0,0,0,MMS TARRP AIM-  7/M,E,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 19 2002,,7
HHHAX,ELE,MMS TARRP EDM,F,0,0,0,MMS TARRP EDM,E,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 19 2002,,7
HHP77,CO,ORDNANCE COMPAN,A,22,22,0,ORDNANCE COMPANY EOD,1,U,A,W0ZUFF,,09447L000100,,Apr 17 2096,Jul 21 2003,,7
HHR51,ELE,MMS 04  B 52H,F,33,33,0,MMS 04  B 52H   DEP  FW1  V,3,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHR5L,ELE,MMS 04  B 52H,F,31,31,0,MMS 04  B 52H   DEP  LD   V,3,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHWA1,WG,WRM 6 PAA A 10/,F,0,0,0,WRM 6 PAA A 10/OA 10 AV MUN AGE,E,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 19 2002,,7
HHWA2,WG,WRM 12 PAA A10/,F,0,0,0,WRM 12 PAA A10/OA10 AV MUN AGE,E,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
HHWB1,WG,MMS 6 B 1B MUNS,F,0,0,0,MMS 6 B 1B MUNS WRM AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 21 2003,,7
HHWB2,WG,MMS 4 B 2 MUNS,F,0,0,0,MMS 4 B 2 MUNS WRM AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHWB5,WG,MMS 6 B 52 MUNS,F,0,0,0,MMS 6 B 52 MUNS WRM AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHWF4,WG,MMS 12 F 15C/D,F,0,0,0,MMS 12 F 15C/D MUNS WRM AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Oct 10 2002,Jul 21 2003,,7
HHWF5,WG,MMS 12 F 15E MU,F,0,0,0,MMS 12 F 15E MUNS WRM AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 21 2003,,7
HHWF6,WG,MMS 12 F 16C/D,F,0,0,0,MMS 12 F 16C/D MUNS WRM AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 21 2003,,7
HHWF7,WG,MMS 12 F 117 MU,F,0,0,0,MMS 12 F 117 MUNS WRM AUG PKG,E,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
HHX01,ELE,MMS TER-9,F,0,0,0,MMS TER-9,E,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 19 2002,,7
HHX02,ELE,MMS TER-9/A,F,0,0,0,MMS TER-9/A,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHX03,ELE,MMS LAU-88A,F,0,0,0,MMS LAU-88A,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHX04,ELE,MMS LAU-117(V)3,F,0,0,0,MMS LAU-117(V)3/A,E,U,A,FFQT10,,WMP3            UTM,,Jul 31 2000,Jul 21 2003,,7
HHX05,ELE,MMS LAU-118(V)4,F,0,0,0,MMS LAU-118(V)4/A,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HHX06,ELE,MMS ADU-552/A A,F,0,0,0,MMS ADU-552/A ADAPTER,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HHX07,ELE,MMS ADU-578/A A,F,0,0,0,MMS ADU-578/A ADAPTER,E,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 19 2002,,7
HHX08,ELE,MMS LAU 128/A L,F,0,0,0,MMS LAU 128/A LAUNCHER,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHX09,ELE,MMS SUU-60B/A,F,0,0,0,MMS SUU-60B/A,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHX10,ELE,MMS SUU-59B/A,F,0,0,0,MMS SUU-59B/A,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HHX11,ELE,MMS SUU-59C/A,F,0,0,0,MMS SUU-59C/A,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
HHX12,ELE,MMS WRM SUPPORT,F,0,0,0,MMS WRM SUPPORT,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
HHX13,ELE,MMS WRM SUPPORT,F,0,0,0,MMS WRM SUPPORT,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
